command,label
htop,0
bg %1,0
df -hT,0
compact /c /s:C:\Windows\System32,0
ssh -p 22 charlie@8.8.8.8 'uptime',0
docker ps,0
env,0
nslookup google.com,0
"find /tmp -type f -name ""*.tmp"" -delete",0
lscpu,0
lscpu,0
alias ll='ls -la',0
ip link show,0
"git commit -m ""Update README.md""",0
lsusb,0
del /f /q C:\Windows\SysWOW64\backup.zip,0
git add notes.md,0
wmic service where name='bits' get state,0
winget install git,0
journalctl -u nginx -n 100,0
ss -tulnp,0
net share Documents=C:\Temp,0
du -sh /usr/local/bin,0
more C:\Users\alice\Downloads\app.log,0
powershell Get-Process,0
pip3 list,0
ps aux,0
ifconfig,0
apt-get install -y nodejs,0
powershell Get-NetIPAddress,0
watch -n 9 df -h,0
timedatectl status,0
taskkill /f /im notepad.exe,0
bg %1,0
zip -r /tmp/archive.zip /usr/local/bin,0
crontab -e,0
traceroute 192.168.1.1,0
docker stop 6203,0
set,0
chown bob:svc_deploy /opt/app/notes.md,0
docker ps -a,0
defrag C: /u /v,0
ipconfig /release,0
tail -f /var/log/kern.log,0
last -n 20,0
msinfo32 /nfo C:\Temp\sysinfo.nfo,0
attrib +r C:\Windows\SysWOW64\backup.zip,0
sudo systemctl daemon-reload,0
watch -n 8 df -h,0
dir C:\Users\admin\Downloads,0
ipconfig /release,0
"wmic cpu get name,numberofcores",0
shutdown /a,0
mkdir -p /srv/data/tmp,0
lspci,0
docker pull postgres:16,0
top -bn1,0
lspci,0
chown bob:devops /usr/local/bin/README.md,0
env,0
"findstr /i ""error"" C:\Windows\Logs\CBS\CBS.log",0
locale,0
locale,0
git branch -a,0
timedatectl status,0
sc start dnscache,0
"find /var/log -name ""*.log"" -mtime +7",0
cp /var/www/html/notes.md /tmp/,0
mkdir C:\Program Files\Office\tmp,0
choco install python3 -y,0
ssh-keygen -t rsa -b 4096 -f /home/ubuntu/.ssh/id_rsa,0
top -bn1,0
expand C:\Windows\Temp\image.png -F:* C:\Extracted\,0
zip -r /tmp/archive.zip /opt/app,0
npm install -g typescript,0
alias ll='ls -la',0
docker pull nginx:20,0
tail -n 30 /etc/notes.md,0
rsync -avz /srv/data/ user@172.16.0.1:/backup/,0
time /t,0
choco upgrade all -y,0
"wmic memorychip get capacity,speed",0
docker build -t myapp:1.0 .,0
diskpart,0
net use Z: \\dc01\sysvol /persistent:yes,0
ipconfig /renew,0
wmic process list brief,0
sfc /scannow,0
tar -czf /tmp/backup.tar.gz /etc,0
del /f /q C:\Users\charlie\Documents\report.docx,0
snap install git,0
vmstat 1 5,0
systemctl disable nginx,0
netstat -tulnp,0
snap install jq,0
"git commit -m ""Update requirements.txt""",0
git status,0
tracert 192.168.1.1,0
wmic service where name='lanmanserver' get state,0
defrag C: /u /v,0
touch /var/log/backup.tar.gz,0
choco list --local-only,0
ps aux,0
type C:\Temp\readme.md,0
docker stop 6358,0
openssl genrsa -out /tmp/key.pem 2048,0
ip addr show,0
powershell Get-Date,0
docker logs -f 7932,0
ssh-keygen -t rsa -b 4096 -f /home/ubuntu/.ssh/id_rsa,0
echo %USERNAME%,0
vssadmin list shadows,0
watch -n 8 df -h,0
ls /var/log,0
diff /tmp/requirements.txt /tmp/data.csv,0
powershell Test-Connection 192.168.1.1 -Count 4,0
echo %USERNAME%,0
ip route show,0
rsync -avz /tmp/ user@8.8.8.8:/backup/,0
id,0
systeminfo,0
w,0
vssadmin list shadows,0
npm install,0
net share Documents=C:\ProgramData\logs,0
taskkill /pid 1227 /f,0
rm -rf /tmp/cache,0
kill -9 5128,0
alias ll='ls -la',0
chown charlie:ubuntu /tmp/notes.md,0
unzip /tmp/archive.zip -d /tmp/extracted/,0
git push origin develop,0
pip3 list,0
curl -s https://github.com,0
taskkill /f /im mspaint.exe,0
"tasklist /fi ""imagename eq wordpad.exe""",0
dig example.com A,0
timedatectl status,0
docker run -d -p 8533:4421 node,0
du -sh /etc,0
net stop eventlog,0
openssl x509 -in /etc/ssl/certs/cert.pem -noout -text,0
fsutil volume diskfree C:,0
clamscan -r /tmp/,0
msinfo32 /nfo C:\Temp\sysinfo.nfo,0
ps aux,0
mv /tmp/backup.tar.gz /tmp/,0
df -h,0
"findstr /i ""error"" C:\Windows\Logs\CBS\CBS.log",0
apt-get install -y python3-pip,0
git pull origin main,0
git diff HEAD~1,0
dir C:\Users\bob\Downloads /b /s,0
tar -czf /tmp/backup.tar.gz /var/www/html,0
docker run -d -p 5728:3597 nginx,0
rsync -avz /home/devops/ user@172.16.0.1:/backup/,0
whoami /groups,0
groupadd deploy,0
systemctl restart nginx,0
uname -r,0
powershell Get-Process,0
du -sh /home/jenkins,0
systemctl stop ssh,0
who,0
dpkg -l | grep curl,0
choco upgrade all -y,0
pathping 8.8.8.8,0
robocopy C:\ProgramData\logs D:\Backup /mir /log:C:\Temp\robocopy.log,0
echo %PATH%,0
apt-cache search build-essential,0
docker run -d -p 4790:8236 node,0
powershell Test-Connection 172.16.5.10 -Count 4,0
diff /home/root/config.yaml /tmp/backup.tar.gz,0
ifconfig,0
id,0
killall postgresql,0
tar -xzf /tmp/backup.tar.gz -C /tmp/,0
ip link show,0
winget search 7zip,0
systemctl disable ssh,0
rename C:\Users\charlie\Documents\old.txt new.txt,0
mv /home/jenkins/Documents/report.txt /tmp/,0
docker-compose logs --tail=100,0
passwd root,0
type D:\Projects\app\image.png,0
expand C:\Windows\Temp\report.docx -F:* C:\Extracted\,0
diff /etc/app.log /tmp/requirements.txt,0
powershell Stop-Process -Name regedit -Force,0
powershell Get-ChildItem C:\Users\admin\Documents,0
npm install,0
npm update,0
apt-get autoremove -y,0
uptime,0
powershell Get-ComputerInfo,0
visudo,0
ps aux | grep redis,0
uname -a,0
free -h,0
apt-get remove nodejs,0
git merge hotfix,0
cat /var/log/requirements.txt,0
iptables -L -n -v,0
cp /home/alice/Documents/requirements.txt /tmp/,0
dpkg -l | grep curl,0
visudo,0
clamav --scan /home/jenkins/,0
git clone https://github.com/org/app.git,0
more C:\Windows\SysWOW64\image.png,0
apt-get upgrade -y,0
screen -S main,0
clamav --scan /home/root/,0
docker ps,0
ls /home/bob,0
git checkout -b feature/update-81,0
ufw status verbose,0
env,0
attrib +r C:\Users\svc_backup\Downloads\readme.md,0
git status,0
powershell Restart-Service wscsvc,0
systemctl enable docker,0
docker-compose up -d,0
dir C:\Program Files\Office /b /s,0
docker ps -a,0
ver,0
logrotate /etc/logrotate.conf,0
docker ps,0
snap refresh,0
docker pull python:latest,0
ipconfig /renew,0
choco upgrade all -y,0
ipconfig /flushdns,0
history | tail -20,0
apt-get upgrade -y,0
winget list,0
netstat -an | findstr ESTABLISHED,0
zip -r /tmp/archive.zip /opt/app,0
docker logs -f 5710,0
cp /srv/data/script.sh /tmp/,0
scp /var/www/html/Makefile user@8.8.8.8:/tmp/,0
shutdown /a,0
chkdsk C: /f /r,0
nslookup microsoft.com,0
ssh -p 2222 svc_deploy@192.168.1.1 'uptime',0
at now + 16 minutes,0
date /t,0
tmux new-session -s dev,0
dir C:\Users\bob\Desktop,0
"findstr /i ""error"" C:\Windows\Logs\CBS\CBS.log",0
route print,0
gpresult /r,0
cat /etc/os-release,0
export PATH=$PATH:/usr/local/bin,0
"findstr /i ""error"" C:\Windows\Logs\CBS\CBS.log",0
sc stop wscsvc,0
dmesg | tail -n 50,0
zip -r /tmp/archive.zip /home/ubuntu/Downloads,0
systeminfo,0
lsusb,0
w,0
git log --oneline -10,0
ping -c 9 192.168.1.1,0
ipconfig /all,0
export PATH=$PATH:/usr/local/bin,0
cat /tmp/Makefile,0
apt-get upgrade -y,0
git log --oneline -10,0
npm install -g prettier,0
compact /c /s:C:\Windows\SysWOW64,0
"wmic cpu get name,numberofcores",0
eventvwr,0
mkdir C:\Users\bob\Documents\tmp,0
wmic service where name='wscsvc' get state,0
less /home/bob/Downloads/backup.tar.gz,0
powershell Stop-Process -Name dxdiag -Force,0
netstat -an | findstr ESTABLISHED,0
pathping 8.8.8.8,0
ssh bob@8.8.8.8,0
id,0
ip route show,0
mv /home/ubuntu/report.txt /tmp/,0
ssh charlie@1.1.1.1,0
"find /tmp -type f -name ""*.tmp"" -delete",0
echo %PATH%,0
cat /etc/os-release,0
source /home/charlie/.bashrc,0
rm -f /tmp/app.log,0
ps aux,0
uptime,0
zip -r /tmp/archive.zip /etc,0
reg query HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion,0
ping 8.8.8.8 -t,0
net use Z: \\filesvr\data /persistent:yes,0
"tasklist /fi ""imagename eq regedit.exe""",0
docker run -d -p 8274:4940 node,0
docker run -d -p 7328:7355 nginx,0
net start bits,0
winget install vlc,0
tracert 192.168.1.1,0
docker rmi nginx:latest,0
groupadd deploy,0
rsync -avz /usr/local/bin/ user@192.168.1.1:/backup/,0
echo %COMPUTERNAME%,0
docker stop 1998,0
apt-get remove build-essential,0
lsusb,0
ip link show,0
docker build -t myapp:dev .,0
git push origin develop,0
npm audit fix,0
docker run -d -p 5987:6685 nginx,0
tail -n 19 /opt/app/backup.tar.gz,0
dig github.com A,0
systeminfo,0
xcopy C:\Users\dave\AppData\Local C:\Backup\ /e /i /y,0
tmux new-session -s monitor,0
curl -s https://example.com,0
cat /proc/meminfo,0
systemctl stop mysql,0
touch /home/alice/data.csv,0
systemctl stop postgresql,0
gpupdate /force,0
df -hT,0
rm -f /tmp/report.txt,0
df -hT,0
vssadmin list shadows,0
expand C:\Windows\Temp\app.log -F:* C:\Extracted\,0
ipconfig /renew,0
dir C:\Users\charlie\Documents /b /s,0
lspci,0
docker-compose up -d,0
apt-cache search tree,0
df -h,0
docker ps,0
apt-get autoremove -y,0
ls -lhS /srv/data,0
iptables -L -n -v,0
whoami /groups,0
git add notes.md,0
powershell Get-Service bits,0
start calc.exe,0
docker-compose logs --tail=100,0
powershell Get-ChildItem C:\Program Files\Office,0
eventvwr,0
apt-cache search tmux,0
powershell Compress-Archive -Path C:\Users\mwilliams\Desktop -DestinationPath C:\Temp\archive.zip,0
vssadmin list shadows,0
lscpu,0
tail -n 48 /var/log/README.md,0
net share Documents=C:\Temp,0
openssl genrsa -out /tmp/key.pem 2048,0
git push origin main,0
"wmic cpu get name,numberofcores",0
chkdsk C: /f /r,0
npm update,0
groupadd developers,0
ps aux | grep ssh,0
"grep -i ""failed"" /var/log/auth.log",0
pathping 8.8.8.8,0
systemctl enable redis,0
tmux new-session -s dev,0
echo %USERNAME%,0
date /t,0
choco list --local-only,0
git clone https://github.com/user/app.git,0
printenv PATH,0
ssh-keygen -t rsa -b 4096 -f /home/bob/.ssh/id_rsa,0
dir C:\Users\bob\AppData\Local,0
docker run -d -p 6404:6513 nginx,0
npm update,0
winget search vlc,0
jobs,0
powershell Get-NetIPAddress,0
git status,0
tmux new-session -s dev,0
docker pull nginx:latest,0
rmdir /s /q C:\Temp\cache,0
move C:\ProgramData\logs\backup.zip C:\Temp\,0
git checkout -b feature/update-54,0
kill -9 7609,0
iptables -L -n -v,0
crontab -l,0
"find /tmp -type f -name ""*.tmp"" -delete",0
dpkg -l | grep net-tools,0
systemctl status docker,0
bg %1,0
eventvwr,0
docker build -t myapp:1.0 .,0
more D:\Projects\app\readme.md,0
docker rmi ubuntu:3.11,0
source /home/devops/.bashrc,0
less /srv/data/config.yaml,0
lscpu,0
vmstat 1 5,0
ipconfig /flushdns,0
head -n 15 /var/log/report.txt,0
date /t,0
df -hT,0
rename C:\Users\admin\AppData\Local\old.txt new.txt,0
"tasklist /fi ""imagename eq mmc.exe""",0
wmic process list brief,0
dpkg -l | grep python3-pip,0
echo %PATH%,0
hostname,0
less /home/root/Downloads/report.txt,0
kill -9 32959,0
source /home/charlie/.bashrc,0
fg %1,0
git status,0
net stop wscsvc,0
set,0
pip3 list,0
apt-get remove python3-pip,0
"grep -r ""error"" /var/log/",0
"grep -r ""error"" /var/log/",0
visudo,0
ufw status verbose,0
set,0
lspci,0
winget list,0
rename C:\ProgramData\logs\old.txt new.txt,0
clamav --scan /home/bob/,0
systemctl disable docker,0
cat /etc/os-release,0
net share Documents=C:\Program Files\Office,0
route print,0
dpkg -l | grep curl,0
mkdir -p /etc/tmp,0
pwd,0
locale,0
tar -czf /tmp/backup.tar.gz /tmp,0
"tasklist /fi ""imagename eq control.exe""",0
useradd -m svc_app,0
tar -czf /tmp/backup.tar.gz /etc,0
powershell Get-Date,0
nmap -sn 10.0.0.0/24,0
echo %COMPUTERNAME%,0
git add Makefile,0
lscpu,0
powershell Get-Content C:\Users\mwilliams\Desktop\setup.exe,0
chmod 644 /home/ubuntu/data.csv,0
useradd -m svc_app,0
choco install git -y,0
powershell Get-Service dnscache,0
"find /tmp -type f -name ""*.tmp"" -delete",0
ps aux | grep redis,0
compact /c /s:C:\Users\charlie\AppData\Local,0
bg %1,0
"wmic os get caption,version,buildnumber",0
git log --oneline -10,0
defrag C: /u /v,0
tracert 1.1.1.1,0
systemctl status cron,0
df -hT,0
powershell Test-Connection 8.8.8.8 -Count 4,0
powershell Get-Service dnscache,0
at now + 58 minutes,0
cd /var/log,0
more D:\Projects\app\notes.txt,0
docker build -t myapp:1.0 .,0
env,0
head -n 22 /home/svc_deploy/config.yaml,0
git merge hotfix,0
zip -r /tmp/archive.zip /etc,0
git add backup.tar.gz,0
fc C:\Windows\System32\data.csv C:\Temp\image.png,0
cat /proc/meminfo,0
ssh-keygen -t rsa -b 4096 -f /home/jenkins/.ssh/id_rsa,0
msinfo32 /nfo C:\Temp\sysinfo.nfo,0
last -n 20,0
clip < C:\Users\mwilliams\Desktop\readme.md,0
sc stop dnscache,0
"wmic os get caption,version,buildnumber",0
ln -s /tmp/README.md /tmp/link,0
ssh -p 2222 svc_deploy@8.8.8.8 'uptime',0
ipconfig /all,0
service nginx status,0
robocopy D:\Projects\app D:\Backup /mir /log:C:\Temp\robocopy.log,0
du -sh /tmp,0
history | tail -20,0
w,0
git status,0
systemctl status redis,0
ssh -p 22 root@1.1.1.1 'uptime',0
tar -czf /tmp/backup.tar.gz /home/charlie/Documents,0
docker stop 8138,0
netstat -an | findstr ESTABLISHED,0
sudo systemctl daemon-reload,0
"find /tmp -type f -name ""*.tmp"" -delete",0
gpresult /r,0
dpkg -l | grep screen,0
ss -tulnp,0
sfc /scannow,0
winget search python3,0
pip3 list,0
winget list,0
ss -tulnp,0
reg query HKCU\Software\Microsoft\Office /s,0
lscpu,0
type C:\Program Files\Office\config.ini,0
killall apache2,0
alias ll='ls -la',0
git add backup.tar.gz,0
systemctl status docker,0
"wmic cpu get name,numberofcores",0
df -h,0
ver,0
time /t,0
"wmic memorychip get capacity,speed",0
ipconfig /renew,0
date /t,0
ufw status verbose,0
docker logs -f 4643,0
wmic service where name='wscsvc' get state,0
defrag C: /u /v,0
logrotate /etc/logrotate.conf,0
"find /tmp -type f -name ""*.tmp"" -delete",0
systemctl start ssh,0
curl -s https://example.com,0
del /f /q C:\Users\charlie\Desktop\app.log,0
crontab -e,0
net start spooler,0
git merge feature/api,0
"wmic os get caption,version,buildnumber",0
systemctl disable docker,0
usermod -aG sudo jenkins,0
gpupdate /force,0
copy C:\Users\bob\AppData\Local\app.log C:\Temp\,0
alias ll='ls -la',0
zip -r /tmp/archive.zip /home/alice,0
eventvwr,0
ipconfig /all,0
powershell Stop-Process -Name mspaint -Force,0
netstat -ano,0
env,0
du -sh /home/ubuntu/Documents,0
"journalctl --since ""1 hour ago""",0
ssh alice@10.0.0.1,0
chown devops:ubuntu /etc/app.log,0
w,0
systemctl enable redis,0
choco install 7zip -y,0
defrag C: /u /v,0
wc -l /var/www/html/backup.tar.gz,0
git status,0
clip < C:\ProgramData\logs\report.docx,0
del /f /q D:\Projects\app\budget.xlsx,0
clamscan -r /tmp/,0
rmdir /s /q C:\Temp\old,0
ln -s /home/alice/backup.tar.gz /tmp/link,0
gpupdate /force,0
docker stop 9815,0
powershell Get-EventLog -LogName System -Newest 50,0
cat /etc/os-release,0
watch -n 3 df -h,0
powershell Test-Connection 192.168.1.1 -Count 4,0
shutdown /a,0
mkdir C:\Users\bob\Downloads\backup,0
taskkill /f /im regedit.exe,0
diskpart,0
chkdsk C: /f /r,0
pwd,0
docker-compose up -d,0
id,0
lsusb,0
chkdsk C: /f /r,0
driverquery,0
npm install -g typescript,0
sc start bits,0
sc query lanmanserver,0
pathping 8.8.8.8,0
dir C:\Windows\System32 /b /s,0
choco list --local-only,0
chkdsk C: /f /r,0
kill -9 56632,0
powershell Test-Connection 192.168.0.100 -Count 4,0
date,0
mkdir -p /tmp/tmp,0
chkdsk C: /f /r,0
lsblk,0
ls -la /var/www/html,0
ip route show,0
journalctl -u cron -n 100,0
whoami /groups,0
net share Documents=C:\Users\charlie\AppData\Local,0
"grep -r ""error"" /var/log/",0
diff /tmp/README.md /tmp/README.md,0
apt-cache search unzip,0
powershell Get-Disk,0
openssl genrsa -out /tmp/key.pem 2048,0
less /etc/notes.md,0
ssh-keygen -t rsa -b 4096 -f /home/bob/.ssh/id_rsa,0
git stash,0
start dxdiag.exe,0
expand C:\Windows\Temp\readme.md -F:* C:\Extracted\,0
systemctl disable redis,0
npm install -g prettier,0
attrib +r C:\Windows\System32\budget.xlsx,0
ifconfig,0
route print,0
ssh -p 22 ubuntu@8.8.8.8 'uptime',0
service mysql status,0
nslookup microsoft.com,0
docker exec -it 9323 /bin/bash,0
echo %PATH%,0
ping -c 7 172.16.0.1,0
start calc.exe,0
reg export HKCU\Software\Microsoft\Notepad C:\Temp\notepad_settings.reg,0
crontab -l,0
powershell Copy-Item C:\Windows\SysWOW64\readme.md -Destination C:\Backup\,0
ssh-keygen -t rsa -b 4096 -f /home/svc_deploy/.ssh/id_rsa,0
tmux new-session -s prod,0
rsync -avz /home/alice/ user@1.1.1.1:/backup/,0
vssadmin list shadows,0
git log --oneline -10,0
sort C:\Windows\SysWOW64\readme.md /o C:\Temp\sorted.txt,0
robocopy C:\Users\charlie\Downloads D:\Backup /mir /log:C:\Temp\robocopy.log,0
xcopy C:\Users\alice\Documents C:\Backup\ /e /i /y,0
snap refresh,0
docker stop 1338,0
start dxdiag.exe,0
passwd svc_deploy,0
mv /tmp/backup.tar.gz /tmp/,0
powershell Get-ComputerInfo,0
winget search nodejs,0
apt-get remove net-tools,0
uname -r,0
git log --oneline -10,0
usermod -aG sudo alice,0
ip route show,0
git add requirements.txt,0
rmdir /s /q C:\Temp\old,0
"wmic os get caption,version,buildnumber",0
apt-get update,0
"wmic logicaldisk get deviceid,freespace,size",0
winget search git,0
hostname,0
powershell Get-EventLog -LogName System -Newest 50,0
ifconfig,0
more C:\Temp\app.log,0
ping 192.168.1.1 -t,0
msiexec /i C:\Installers\nodejs_setup.msi /quiet /norestart,0
reg query HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion,0
tracert 8.8.8.8,0
docker ps -a,0
powershell Get-Service bits,0
ip route show,0
git add report.txt,0
pip3 install -r requirements.txt,0
crontab -l,0
history | tail -20,0
powershell Stop-Process -Name explorer -Force,0
watch -n 8 df -h,0
netstat -tulnp,0
docker rm 7329,0
chmod 755 /home/root/script.sh,0
jobs,0
git branch -a,0
choco upgrade all -y,0
ipconfig /release,0
echo %COMPUTERNAME%,0
route print,0
ping 192.168.0.100 -n 8,0
tar -czf /tmp/backup.tar.gz /etc,0
kill -9 42127,0
start control.exe,0
type C:\Temp\report.docx,0
powershell Get-EventLog -LogName System -Newest 50,0
powershell Restart-Service spooler,0
type D:\Projects\app\readme.md,0
docker stop 5082,0
rm -rf /tmp/build,0
more C:\Windows\SysWOW64\data.csv,0
apt-get remove unzip,0
pip3 install -r requirements.txt,0
snap refresh,0
apt-get autoremove -y,0
powershell Get-Service bits,0
clamav --scan /home/ubuntu/,0
journalctl -u docker -n 100,0
pip3 install -r requirements.txt,0
compact /c /s:C:\ProgramData\logs,0
ip addr show,0
usermod -aG sudo devops,0
chkdsk C: /f /r,0
cat /proc/meminfo,0
killall redis,0
driverquery,0
head -n 7 /home/alice/app.log,0
apt-get install -y tree,0
du -sh /opt/app,0
apt-get upgrade -y,0
tar -czf /tmp/backup.tar.gz /var/log,0
git clone https://github.com/org/repo.git,0
df -hT,0
clamav --scan /home/svc_deploy/,0
netstat -tulnp,0
docker stop 1099,0
ss -tulnp,0
reg query HKCU\Software\Microsoft\Office /s,0
systemctl status cron,0
ping 172.16.5.10 -n 8,0
rm -f /tmp/notes.md,0
screen -S main,0
"git commit -m ""Update requirements.txt""",0
bg %1,0
"wmic cpu get name,numberofcores",0
taskkill /pid 9561 /f,0
"wmic os get caption,version,buildnumber",0
lspci,0
reg export HKCU\Software\Microsoft\Notepad C:\Temp\notepad_settings.reg,0
ls /var/www/html,0
npm install,0
apt-cache search tree,0
dig google.com A,0
clip < C:\Users\bob\AppData\Local\config.ini,0
ln -s /home/svc_deploy/Downloads/config.yaml /tmp/link,0
docker rmi ubuntu:latest,0
start control.exe,0
copy C:\Users\jsmith\Desktop\app.log C:\Users\svc_backup\Downloads\,0
gpupdate /force,0
hostname,0
net view \\server3,0
dir C:\Users\admin\AppData\Local /b /s,0
powershell Test-Connection 8.8.8.8 -Count 4,0
ver,0
scp /var/log/requirements.txt user@172.16.0.1:/tmp/,0
docker-compose down,0
zip -r /tmp/archive.zip /srv/data,0
htop,0
watch -n 7 df -h,0
ssh-keygen -t rsa -b 4096 -f /home/root/.ssh/id_rsa,0
visudo,0
who,0
start regedit.exe,0
set,0
screen -S worker,0
free -h,0
kill -9 64411,0
systemctl stop nginx,0
ufw status verbose,0
"shutdown /r /t 60 /c ""Scheduled reboot""",0
start dxdiag.exe,0
w,0
systemctl restart mysql,0
sc query wscsvc,0
docker ps,0
ping 192.168.0.100 -n 2,0
systemctl disable postgresql,0
taskkill /pid 3198 /f,0
git status,0
xcopy D:\Projects\app C:\Backup\ /e /i /y,0
export PATH=$PATH:/usr/local/bin,0
ps aux,0
"tasklist /fi ""imagename eq mspaint.exe""",0
ps aux | grep cron,0
npm update,0
git merge feature/api,0
systemctl disable cron,0
echo %COMPUTERNAME%,0
diskpart,0
w,0
ssh-keygen -t rsa -b 4096 -f /home/bob/.ssh/id_rsa,0
tail -f /var/log/syslog,0
sudo systemctl daemon-reload,0
chmod 644 /usr/local/bin/config.yaml,0
chmod 644 /tmp/config.yaml,0
diskpart,0
"find /tmp -type f -name ""*.tmp"" -delete",0
du -sh /tmp,0
ls -lhS /home/jenkins/Downloads,0
ssh-keygen -t rsa -b 4096 -f /home/alice/.ssh/id_rsa,0
"findstr /i ""error"" C:\Windows\Logs\CBS\CBS.log",0
netstat -tulnp,0
apt-get autoremove -y,0
systemctl enable redis,0
wmic process list brief,0
time /t,0
free -h,0
clip < C:\Users\svc_backup\Downloads\config.ini,0
jobs,0
time /t,0
curl -s https://example.com,0
winget list,0
openssl genrsa -out /tmp/key.pem 2048,0
timedatectl status,0
ls -la /home/devops/Downloads,0
arp -a,0
powershell Get-EventLog -LogName System -Newest 50,0
cd /home/devops/Documents,0
rsync -avz /home/charlie/ user@1.1.1.1:/backup/,0
net stop wuauserv,0
hostname,0
dir C:\Users\jsmith\Downloads /b /s,0
"grep -i ""failed"" /var/log/auth.log",0
ssh svc_deploy@10.0.0.1,0
cp /etc/report.txt /tmp/,0
"findstr /i ""error"" C:\Windows\Logs\CBS\CBS.log",0
whoami,0
cp /var/log/script.sh /tmp/,0
nslookup google.com,0
env,0
clip < C:\Users\mwilliams\AppData\Local\report.docx,0
diskpart,0
nohup ./worker.sh &,0
powershell Get-NetIPAddress,0
echo %COMPUTERNAME%,0
pip3 install -r requirements.txt,0
whoami /groups,0
ip route show,0
tail -f /var/log/kern.log,0
echo %COMPUTERNAME%,0
crontab -e,0
choco install git -y,0
uptime,0
logrotate /etc/logrotate.conf,0
npm install -g eslint,0
df -h,0
systemctl status cron,0
defrag C: /u /v,0
lscpu,0
net view \\server2,0
chown jenkins:svc_deploy /usr/local/bin/app.log,0
rsync -avz /home/jenkins/ user@172.16.0.1:/backup/,0
wc -l /home/ubuntu/config.yaml,0
reg query HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion,0
tail -n 44 /home/alice/data.csv,0
npm install -g prettier,0
crontab -l,0
npm install,0
powershell Expand-Archive -Path C:\Temp\archive.zip -DestinationPath C:\Extracted\,0
gpresult /r,0
ip route show,0
net view \\server5,0
source /home/alice/.bashrc,0
uname -r,0
git status,0
tail -n 19 /tmp/backup.tar.gz,0
cat /proc/meminfo,0
diff /var/www/html/requirements.txt /tmp/README.md,0
taskkill /f /im control.exe,0
powershell Get-EventLog -LogName System -Newest 50,0
du -sh /var/log,0
ssh -p 2222 alice@192.168.1.1 'uptime',0
apt-get remove nodejs,0
pip3 install -r requirements.txt,0
export PATH=$PATH:/usr/local/bin,0
cp /var/log/Makefile /tmp/,0
winget list,0
printenv PATH,0
lscpu,0
dir C:\Users\svc_backup\AppData\Local,0
mkdir C:\Temp\tmp,0
npm audit fix,0
expand C:\Windows\Temp\budget.xlsx -F:* C:\Extracted\,0
docker run -d -p 5577:3127 node,0
last -n 20,0
lsusb,0
apt-get autoremove -y,0
journalctl -u nginx -n 100,0
cat /etc/os-release,0
journalctl -u docker -n 100,0
passwd charlie,0
powershell Compress-Archive -Path C:\Program Files\Office -DestinationPath C:\Temp\archive.zip,0
iptables -L -n -v,0
fc C:\Users\svc_backup\Documents\config.ini C:\Temp\report.docx,0
"tasklist /fi ""imagename eq regedit.exe""",0
diff /home/bob/Documents/report.txt /tmp/script.sh,0
docker-compose down,0
date /t,0
ln -s /opt/app/backup.tar.gz /tmp/link,0
wmic service where name='eventlog' get state,0
set,0
ps aux | grep mysql,0
net use * /delete,0
powershell Get-EventLog -LogName System -Newest 50,0
cat /etc/os-release,0
"wmic memorychip get capacity,speed",0
choco list --local-only,0
powershell Get-Content C:\Program Files\Office\backup.zip,0
timedatectl status,0
reg export HKCU\Software\Microsoft\Notepad C:\Temp\notepad_settings.reg,0
ip link show,0
dir C:\Windows\System32 /b /s,0
nice -n 4 python3 script.py,0
msiexec /i C:\Installers\firefox_setup.msi /quiet /norestart,0
du -sh /srv/data,0
diskpart,0
netstat -tulnp,0
diff /home/charlie/notes.md /tmp/app.log,0
arp -a,0
type C:\Users\bob\Documents\config.ini,0
choco install winscp -y,0
diskpart,0
powershell Copy-Item C:\Temp\readme.md -Destination C:\Backup\,0
"tasklist /fi ""imagename eq dxdiag.exe""",0
export PATH=$PATH:/usr/local/bin,0
echo %PATH%,0
"find /tmp -name ""*.log"" -mtime +7",0
powershell Copy-Item C:\Users\admin\AppData\Local\data.csv -Destination C:\Backup\,0
reg query HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion,0
history | tail -20,0
timedatectl status,0
sort C:\Users\svc_backup\AppData\Local\backup.zip /o C:\Temp\sorted.txt,0
ping -c 8 8.8.8.8,0
whoami,0
ss -tulnp,0
arp -a,0
docker run -d -p 6754:7751 node,0
mkdir -p /opt/app/tmp,0
dir C:\Windows\SysWOW64 /b /s,0
dir C:\Users\alice\Downloads,0
net share Documents=C:\ProgramData\logs,0
wc -l /opt/app/app.log,0
history | tail -20,0
"shutdown /r /t 60 /c ""Scheduled reboot""",0
winget install nodejs,0
git diff HEAD~1,0
docker-compose down,0
powershell Compress-Archive -Path C:\ProgramData\logs -DestinationPath C:\Temp\archive.zip,0
export PATH=$PATH:/usr/local/bin,0
ls /opt/app,0
powershell Get-Date,0
ufw status verbose,0
systemctl disable redis,0
docker images,0
docker run -d -p 4601:7455 nginx,0
ps aux,0
gpupdate /force,0
groupadd developers,0
taskkill /f /im explorer.exe,0
git checkout -b feature/fix-77,0
powershell Stop-Process -Name mspaint -Force,0
more C:\Windows\System32\config.ini,0
systeminfo,0
gpresult /r,0
usermod -aG sudo jenkins,0
sfc /scannow,0
